seq	TSS	strand	nTAGs	isreal
chr10	 111604	+	     1	TRUE
chr10	 111959	+	     1	TRUE
chr10	 112080	+	     7	TRUE
chr10	 112441	+	     3	TRUE
chr10	 112500	+	     6	TRUE
chr10	 113206	+	     3	TRUE
chr10	 113222	+	     5	TRUE
chr10	 113242	+	     1	TRUE
chr10	 113365	+	     1	TRUE
chr10	 113430	+	     4	TRUE
chr10	 114213	+	     1	TRUE
chr10	 170816	+	     1	TRUE
chr10	 172593	+	     2	TRUE
chr10	 173893	+	     1	TRUE
chr10	 174968	+	     1	TRUE
chr10	 175057	+	     2	TRUE
chr10	 175067	+	     1	TRUE
chr10	 175873	+	     1	TRUE
chr10	 181041	+	     4	TRUE
chr10	 181733	+	     1	TRUE
chr10	 181743	+	    20	TRUE
chr10	 182495	+	     1	TRUE
chr10	 183226	+	     3	TRUE
chr10	 183792	+	     1	TRUE
chr10	 184197	+	     3	TRUE
chr10	 184680	+	     2	TRUE
chr10	 185205	+	     1	TRUE
chr10	 185227	+	     2	TRUE
chr10	 187623	+	     2	TRUE
chr10	 189028	+	     1	TRUE
chr10	 191521	+	     4	TRUE
chr10	 191526	+	     7	TRUE
chr10	 191531	+	     3	TRUE
chr10	 191563	+	     2	TRUE
chr10	 191616	+	     1	TRUE
chr10	 191648	+	     1	TRUE
chr10	 191686	+	     3	TRUE
chr10	 191982	+	     6	TRUE
chr10	 193026	+	     1	TRUE
chr10	 197819	+	     1	TRUE
chr10	 198155	+	     1	TRUE
chr10	 199217	+	     1	TRUE
chr10	 200688	+	     1	TRUE
chr10	 200766	+	     1	TRUE
chr10	 200826	+	     1	TRUE
chr10	 203055	+	     3	TRUE
chr10	 204562	+	     4	TRUE
chr10	 205978	+	     2	TRUE
chr10	 207453	+	     1	TRUE
chr10	 209537	+	     2	TRUE
chr10	 209606	+	     1	TRUE
chr10	 212134	+	     3	TRUE
chr10	 212572	+	     1	TRUE
chr10	 212607	+	     1	TRUE
chr10	 216648	+	     9	TRUE
chr10	 216654	+	     8	TRUE
chr10	 216663	+	     2	TRUE
chr10	 217498	+	     2	TRUE
chr10	 217738	+	     2	TRUE
chr10	 219613	+	     1	TRUE
chr10	 219879	+	     4	TRUE
chr10	 220017	+	     3	TRUE
chr10	 222093	+	     1	TRUE
chr10	 224313	+	     1	TRUE
chr10	 224315	+	     6	TRUE
chr10	 234934	+	     2	TRUE
chr10	 237753	+	     3	TRUE
chr10	 240416	+	     7	TRUE
chr10	 240503	+	     2	TRUE
chr10	 240927	+	     1	TRUE
chr10	 251726	+	     4	TRUE
chr10	 251937	+	     1	TRUE
chr10	 252135	+	     5	TRUE
chr10	 252159	+	     4	TRUE
chr10	 252216	+	     1	TRUE
chr10	 252431	+	     4	TRUE
chr10	 252448	+	     1	TRUE
chr10	 252468	+	     1	TRUE
chr10	 252476	+	     2	TRUE
chr10	 252484	+	     2	TRUE
chr10	 252496	+	     1	TRUE
chr10	 252528	+	     1	TRUE
chr10	 252560	+	     2	TRUE
chr10	 252579	+	     2	TRUE
chr10	 252632	+	     1	TRUE
chr10	 252640	+	     2	TRUE
chr10	 262946	+	     2	TRUE
chr10	 263287	+	     2	TRUE
chr10	 267082	+	     2	TRUE
chr10	 267229	+	     4	TRUE
chr10	 267258	+	     1	TRUE
chr10	 273469	+	     3	TRUE
chr10	 274251	+	     1	TRUE
chr10	 286686	+	     2	TRUE
chr10	 290299	+	     4	TRUE
chr10	 290304	+	     5	TRUE
chr10	 290316	+	     3	TRUE
chr10	 290318	+	     6	TRUE
chr10	 290319	+	     4	TRUE
chr10	 290320	+	     6	TRUE
chr10	 290402	+	     1	TRUE
chr10	 290842	+	     3	TRUE
chr10	 290885	+	     2	TRUE
chr10	 291255	+	     1	TRUE
chr10	 291261	+	     1	TRUE
chr10	 291641	+	     1	TRUE
chr10	 291699	+	     1	TRUE
chr10	 291717	+	     7	TRUE
chr10	 291773	+	     6	TRUE
chr10	 292146	+	     2	TRUE
chr10	 292223	+	     1	TRUE
chr10	 294001	+	     8	TRUE
chr10	 294636	+	     1	TRUE
chr10	 295003	+	     1	TRUE
chr10	 295068	+	     2	TRUE
chr10	 295234	+	     2	TRUE
chr10	 303197	+	     1	TRUE
chr10	 303385	+	     3	TRUE
chr10	 309591	+	     7	TRUE
chr10	 314157	+	     1	TRUE
chr10	 318636	+	     1	TRUE
chr10	 323298	+	     2	TRUE
chr10	 327352	+	     1	TRUE
chr10	 337247	+	     2	TRUE
chr10	 338542	+	     1	TRUE
chr10	 349814	+	     2	TRUE
chr10	 349831	+	     5	TRUE
chr10	 350006	+	     4	TRUE
chr10	 353307	+	     1	TRUE
chr10	 355787	+	     4	TRUE
chr10	 355789	+	     1	TRUE
chr10	 356359	+	     1	TRUE
chr10	 356381	+	     3	TRUE
chr10	 357385	+	     3	TRUE
chr10	 358046	+	     3	TRUE
chr10	 362116	+	     4	TRUE
chr10	 363171	+	     2	TRUE
chr10	 363853	+	     1	TRUE
chr10	 364342	+	     2	TRUE
chr10	 364976	+	     2	TRUE
chr10	 366643	+	     6	TRUE
chr10	 366692	+	     1	TRUE
chr10	 369356	+	     4	TRUE
chr10	 370779	+	     3	TRUE
chr10	 370881	+	     2	TRUE
chr10	 371444	+	     5	TRUE
chr10	 371605	+	     5	TRUE
chr10	 371642	+	     3	TRUE
chr10	 376404	+	     5	TRUE
chr10	 376415	+	     2	TRUE
chr10	 376435	+	    22	TRUE
chr10	 376436	+	     7	TRUE
chr10	 376437	+	     1	TRUE
chr10	 376454	+	     2	TRUE
chr10	 376457	+	     3	TRUE
chr10	 376473	+	     2	TRUE
chr10	 376485	+	     3	TRUE
chr10	 376591	+	     2	TRUE
chr10	 376604	+	     2	TRUE
chr10	 376641	+	     2	TRUE
chr10	 377088	+	     3	TRUE
chr10	 377312	+	     4	TRUE
chr10	 377313	+	     1	TRUE
chr10	 377432	+	     3	TRUE
chr10	 377617	+	     7	TRUE
chr10	 389739	+	     6	TRUE
chr10	 394038	+	     2	TRUE
chr10	 396228	+	    13	TRUE
chr10	 401655	+	     3	TRUE
chr10	 404643	+	     1	TRUE
chr10	 407325	+	     1	TRUE
chr10	 409858	+	     5	TRUE
chr10	 414221	+	     1	TRUE
chr10	 414259	+	     5	TRUE
chr10	 417017	+	     4	TRUE
chr10	 417719	+	     1	TRUE
chr10	 422966	+	     1	TRUE
chr10	 422967	+	     2	TRUE
chr10	 422983	+	     3	TRUE
chr10	 423168	+	     1	TRUE
chr10	 424119	+	     2	TRUE
chr10	 429280	+	     5	TRUE
chr10	 431481	+	     2	TRUE
chr10	 432422	+	     1	TRUE
chr10	 440555	+	     1	TRUE
chr10	 440583	+	     1	TRUE
chr10	 440613	+	     1	TRUE
chr10	 441974	+	     4	TRUE
chr10	 447381	+	     4	TRUE
chr10	 447963	+	     1	TRUE
chr10	 448000	+	     1	TRUE
chr10	 448559	+	     6	TRUE
chr10	 449420	+	     2	TRUE
chr10	 450081	+	     1	TRUE
chr10	 450197	+	     1	TRUE
chr10	 450844	+	     3	TRUE
chr10	 450991	+	     2	TRUE
chr10	 459490	+	     3	TRUE
chr10	 460844	+	     2	TRUE
chr10	 465977	+	     1	TRUE
chr10	 468131	+	    23	TRUE
chr10	 468135	+	     3	TRUE
chr10	 468139	+	     2	TRUE
chr10	 468421	+	     3	TRUE
chr10	 469048	+	     1	TRUE
chr10	 472932	+	     3	TRUE
chr10	 480749	+	     1	TRUE
chr10	 481810	+	     1	TRUE
chr10	 484650	+	     2	TRUE
chr10	 487185	+	     1	TRUE
chr10	 488034	+	     1	TRUE
chr10	 488036	+	     3	TRUE
chr10	 488037	+	     8	TRUE
chr10	 488048	+	     1	TRUE
chr10	 488138	+	     2	TRUE
chr10	 488285	+	     2	TRUE
chr10	 488733	+	     1	TRUE
chr10	 489227	+	     1	TRUE
chr10	 489286	+	     1	TRUE
chr10	 490305	+	     3	TRUE
chr10	 490421	+	     4	TRUE
chr10	 490463	+	     3	TRUE
chr10	 495250	+	     1	TRUE
chr10	 498979	+	     3	TRUE
chr10	 498983	+	     4	TRUE
chr10	 499282	+	     1	TRUE
chr10	 499286	+	     4	TRUE
chr10	 499309	+	     2	TRUE
chr10	 500517	+	     2	TRUE
chr10	 502747	+	     1	TRUE
chr10	 503628	+	     1	TRUE
chr10	 504633	+	     4	TRUE
chr10	 504694	+	     1	TRUE
chr10	 505873	+	     4	TRUE
chr10	 505908	+	     3	TRUE
chr10	 506602	+	     5	TRUE
chr10	 506623	+	     2	TRUE
chr10	 507048	+	     3	TRUE
chr10	 507107	+	     1	TRUE
chr10	 507950	+	     1	TRUE
chr10	 509544	+	     3	TRUE
chr10	 509621	+	     3	TRUE
chr10	 509640	+	     3	TRUE
chr10	 509649	+	     1	TRUE
chr10	 510188	+	     1	TRUE
chr10	 510218	+	     2	TRUE
chr10	 510776	+	     2	TRUE
chr10	 510797	+	     1	TRUE
chr10	 512838	+	     3	TRUE
chr10	 514388	+	     3	TRUE
chr10	 515090	+	     3	TRUE
chr10	 516545	+	     1	TRUE
chr10	 516610	+	     5	TRUE
chr10	 517519	+	     1	TRUE
chr10	 518082	+	     2	TRUE
chr10	 520472	+	     3	TRUE
chr10	 521631	+	     1	TRUE
chr10	 521649	+	     1	TRUE
chr10	 522594	+	     2	TRUE
chr10	 535436	+	     3	TRUE
chr10	 535447	+	     1	TRUE
chr10	 535496	+	     4	TRUE
chr10	 540129	+	     3	TRUE
chr10	 540744	+	     6	TRUE
chr10	 540763	+	     5	TRUE
chr10	 540768	+	    24	TRUE
chr10	 540782	+	     2	TRUE
chr10	 541308	+	     1	TRUE
chr10	 541391	+	     2	TRUE
chr10	 541427	+	     2	TRUE
chr10	 541615	+	     1	TRUE
chr10	 542963	+	     1	TRUE
chr10	 543340	+	     2	TRUE
chr10	 551345	+	     8	TRUE
chr10	 551347	+	     2	TRUE
chr10	 551355	+	     1	TRUE
chr10	 551364	+	     1	TRUE
chr10	 561714	+	     4	TRUE
chr10	 565665	+	     2	TRUE
chr10	 565672	+	     3	TRUE
chr10	 565971	+	     1	TRUE
chr10	 566273	+	     1	TRUE
chr10	 566431	+	     1	TRUE
chr10	 566464	+	     3	TRUE
chr10	 566479	+	     2	TRUE
chr10	 566481	+	     1	TRUE
chr10	 566528	+	     5	TRUE
chr10	 566585	+	     1	TRUE
chr10	 566599	+	     1	TRUE
chr10	 566607	+	     2	TRUE
chr10	 566644	+	     2	TRUE
chr10	 566720	+	     1	TRUE
chr10	 566749	+	     1	TRUE
chr10	 566781	+	     1	TRUE
chr10	 567061	+	     1	TRUE
chr10	 567267	+	     2	TRUE
chr10	 567283	+	     1	TRUE
chr10	 567362	+	     1	TRUE
chr10	 567516	+	     2	TRUE
chr10	 567696	+	     2	TRUE
chr10	 568294	+	     1	TRUE
chr10	 573266	+	     3	TRUE
chr10	 573311	+	     2	TRUE
chr10	 578637	+	     1	TRUE
chr10	 578664	+	     8	TRUE
chr10	 578699	+	     3	TRUE
chr10	 578772	+	     1	TRUE
chr10	 579150	+	     4	TRUE
chr10	 579236	+	     1	TRUE
chr10	 579717	+	     3	TRUE
chr10	 579945	+	     5	TRUE
chr10	 580697	+	     6	TRUE
chr10	 581267	+	     1	TRUE
chr10	 587111	+	     1	TRUE
chr10	 590585	+	     2	TRUE
chr10	 590811	+	     2	TRUE
chr10	 591176	+	     2	TRUE
chr10	 591224	+	     1	TRUE
chr10	 591311	+	     2	TRUE
chr10	 591405	+	     3	TRUE
chr10	 598561	+	     5	TRUE
chr10	 602737	+	     5	TRUE
chr10	 603471	+	     1	TRUE
chr10	 624178	+	     2	TRUE
chr10	 628931	+	     2	TRUE
chr10	 633373	+	     5	TRUE
chr10	 633396	+	     2	TRUE
chr10	 644291	+	     1	TRUE
chr10	 647586	+	     1	TRUE
chr10	 648577	+	     8	TRUE
chr10	 648858	+	     1	TRUE
chr10	 648912	+	     5	TRUE
chr10	 648939	+	     2	TRUE
chr10	 648942	+	     1	TRUE
chr10	 648997	+	     1	TRUE
chr10	 649013	+	     4	TRUE
chr10	 649810	+	     1	TRUE
chr10	 649862	+	     1	TRUE
chr10	 649872	+	     1	TRUE
chr10	 661079	+	     1	TRUE
chr10	 661122	+	     1	TRUE
chr10	 665116	+	     2	TRUE
chr10	 665615	+	     2	TRUE
chr10	 666731	+	     8	TRUE
chr10	 666742	+	     1	TRUE
chr10	 668608	+	    10	TRUE
chr10	 669007	+	    12	TRUE
chr10	 669015	+	     1	TRUE
chr10	 669023	+	     8	TRUE
chr10	 669039	+	     2	TRUE
chr10	 669252	+	     4	TRUE
chr10	 669834	+	     4	TRUE
chr10	 669887	+	     1	TRUE
chr10	 671215	+	     2	TRUE
chr10	 671272	+	     3	TRUE
chr10	 675028	+	     1	TRUE
chr10	 675514	+	     5	TRUE
chr10	 676145	+	     1	TRUE
chr10	 676728	+	     3	TRUE
chr10	 677240	+	     2	TRUE
chr10	 682484	+	     7	TRUE
chr10	 682643	+	     3	TRUE
chr10	 682679	+	     1	TRUE
chr10	 683022	+	     3	TRUE
chr10	 683024	+	     5	TRUE
chr10	 683083	+	     1	TRUE
chr10	 683140	+	     1	TRUE
chr10	 685527	+	     2	TRUE
chr10	 686460	+	     2	TRUE
chr10	 688971	+	     3	TRUE
chr10	 689035	+	     1	TRUE
chr10	 689040	+	     4	TRUE
chr10	 689678	+	     4	TRUE
chr10	 689801	+	     5	TRUE
chr10	 691277	+	     2	TRUE
chr10	 694083	+	     1	TRUE
chr10	 697273	+	     1	TRUE
chr10	 709868	+	     1	TRUE
chr10	 717667	+	     6	TRUE
chr10	 717989	+	     5	TRUE
chr10	 719058	+	     1	TRUE
chr10	 719243	+	     2	TRUE
chr10	 720249	+	     1	TRUE
chr10	 720300	+	     7	TRUE
chr10	 720377	+	     1	TRUE
chr10	 720780	+	     1	TRUE
chr10	 720831	+	     1	TRUE
chr10	 721491	+	     2	TRUE
chr10	 722703	+	     5	TRUE
chr10	 722959	+	     3	TRUE
chr10	 722966	+	     1	TRUE
chr10	 724560	+	     4	TRUE
chr10	 730926	+	     1	TRUE
chr10	 731267	+	     1	TRUE
chr10	 731449	+	     1	TRUE
chr10	 734517	+	     1	TRUE
chr10	 734523	+	     2	TRUE
chr10	 734526	+	     1	TRUE
chr10	 735222	+	     4	TRUE
chr10	 735438	+	     2	TRUE
chr10	 742425	+	     5	TRUE
chr10	 742951	+	     2	TRUE
chr10	 745152	+	     3	TRUE
chr10	 748987	+	    20	TRUE
chr10	 748988	+	     1	TRUE
chr10	 748992	+	     1	TRUE
chr10	 749189	+	     3	TRUE
chr10	 749765	+	     2	TRUE
chr10	 750616	+	     1	TRUE
chr10	 750703	+	     3	TRUE
chr10	 751069	+	     1	TRUE
chr10	 751337	+	     2	TRUE
chr10	 751981	+	     1	TRUE
chr10	 753540	+	     1	TRUE
chr10	 764860	+	     4	TRUE
chr10	 764870	+	     1	TRUE
chr10	 765176	+	     4	TRUE
chr10	 765392	+	     5	TRUE
chr10	 765395	+	     1	TRUE
chr10	 766346	+	     1	TRUE
chr10	 766620	+	     9	TRUE
chr10	 769604	+	     1	TRUE
chr10	 769865	+	     2	TRUE
chr10	 770767	+	     1	TRUE
chr10	 775985	+	     1	TRUE
chr10	 778705	+	     1	TRUE
chr10	 778716	+	     1	TRUE
chr10	 779037	+	     2	TRUE
chr10	 779043	+	     5	TRUE
chr10	 779370	+	     4	TRUE
chr10	 779509	+	     1	TRUE
chr10	 779702	+	     1	TRUE
chr10	 779848	+	     1	TRUE
chr10	 779905	+	     3	TRUE
chr10	 780048	+	     1	TRUE
chr10	 780201	+	     3	TRUE
chr10	 780354	+	     1	TRUE
chr10	 780391	+	     3	TRUE
chr10	 780777	+	     2	TRUE
chr10	 781152	+	     2	TRUE
chr10	 788495	+	     3	TRUE
chr10	 788517	+	     2	TRUE
chr10	 789703	+	     1	TRUE
chr10	 791926	+	     4	TRUE
chr10	 791943	+	     2	TRUE
chr10	 791946	+	     1	TRUE
chr10	 791982	+	     1	TRUE
chr10	 791986	+	     2	TRUE
chr10	 792002	+	    22	TRUE
chr10	 792003	+	     3	TRUE
chr10	 792013	+	     3	TRUE
chr10	 792020	+	     2	TRUE
chr10	 792025	+	    11	TRUE
chr10	 792038	+	     1	TRUE
chr10	 792043	+	     3	TRUE
chr10	 792046	+	     1	TRUE
chr10	 792074	+	     2	TRUE
chr10	 794922	+	     5	TRUE
chr10	 796112	+	    10	TRUE
chr10	 797906	+	     3	TRUE
chr10	 797951	+	     1	TRUE
chr10	 798113	+	     3	TRUE
chr10	 800788	+	     3	TRUE
chr10	 800792	+	    20	TRUE
chr10	 803850	+	     3	TRUE
chr10	 803906	+	     2	TRUE
chr10	 803913	+	     2	TRUE
chr10	 804068	+	     1	TRUE
chr10	 804082	+	     1	TRUE
chr10	 804087	+	     1	TRUE
chr10	 804181	+	     4	TRUE
chr10	 804220	+	     1	TRUE
chr10	 804267	+	     1	TRUE
chr10	 804338	+	     5	TRUE
chr10	 804356	+	     6	TRUE
chr10	 804358	+	     4	TRUE
chr10	 805791	+	     1	TRUE
chr10	 809438	+	     4	TRUE
chr10	 822455	+	     2	TRUE
chr10	 824333	+	     1	TRUE
chr10	 830760	+	     1	TRUE
chr10	 831491	+	     2	TRUE
chr10	 831547	+	     3	TRUE
chr10	 831872	+	     1	TRUE
chr10	 839582	+	     2	TRUE
chr10	 841229	+	     1	TRUE
chr10	 841242	+	     5	TRUE
chr10	 842216	+	     5	TRUE
chr10	 843691	+	     2	TRUE
chr10	 844418	+	     4	TRUE
chr10	 850693	+	     2	TRUE
chr10	 853448	+	     1	TRUE
chr10	 860205	+	     1	TRUE
chr10	 861699	+	     2	TRUE
chr10	 870798	+	     1	TRUE
chr10	 875138	+	     2	TRUE
chr10	 883248	+	     1	TRUE
chr10	 883359	+	     2	TRUE
chr10	 886875	+	     1	TRUE
chr10	 887203	+	     1	TRUE
chr10	 887842	+	     1	TRUE
chr10	 891144	+	     2	TRUE
chr10	 894840	+	     7	TRUE
chr10	 896000	+	     1	TRUE
chr10	 898225	+	     3	TRUE
chr10	 898227	+	     1	TRUE
chr10	 898252	+	     2	TRUE
chr10	 898270	+	     5	TRUE
chr10	 898272	+	    11	TRUE
chr10	 898497	+	     3	TRUE
chr10	 898548	+	     6	TRUE
chr10	 898596	+	     1	TRUE
chr10	 898621	+	     1	TRUE
chr10	 898752	+	     1	TRUE
chr10	 898881	+	     2	TRUE
chr10	 900362	+	     1	TRUE
chr10	 900504	+	     2	TRUE
chr10	 900933	+	     3	TRUE
chr10	 901611	+	     1	TRUE
chr10	 903119	+	     2	TRUE
chr10	 913329	+	     1	TRUE
chr10	 913354	+	     1	TRUE
chr10	 914094	+	     2	TRUE
chr10	 914100	+	     3	TRUE
chr10	 914163	+	     6	TRUE
chr10	 914182	+	     4	TRUE
chr10	 914202	+	     1	TRUE
chr10	 915705	+	     1	TRUE
chr10	 923832	+	     1	TRUE
chr10	 923881	+	     2	TRUE
chr10	 925204	+	     6	TRUE
chr10	 926824	+	     1	TRUE
chr10	 930210	+	     1	TRUE
chr10	 932127	+	     4	TRUE
chr10	 937270	+	     2	TRUE
chr10	 937274	+	     1	TRUE
chr10	 937320	+	     3	TRUE
chr10	 941918	+	     2	TRUE
chr10	 946973	+	     3	TRUE
chr10	 948856	+	     1	TRUE
chr10	 956344	+	     1	TRUE
chr10	 957725	+	     2	TRUE
chr10	 958027	+	     3	TRUE
chr10	 958154	+	     5	TRUE
chr10	 958211	+	     3	TRUE
chr10	 958330	+	     5	TRUE
chr10	 958345	+	     6	TRUE
chr10	 958543	+	     3	TRUE
chr10	 958643	+	     3	TRUE
chr10	 959239	+	     3	TRUE
chr10	 959511	+	     1	TRUE
chr10	 963121	+	     5	TRUE
chr10	 963134	+	     1	TRUE
chr10	 963137	+	     2	TRUE
chr10	 964901	+	     2	TRUE
chr10	 964965	+	     2	TRUE
chr10	 967039	+	     1	TRUE
chr10	 972821	+	     2	TRUE
chr10	 975109	+	     1	TRUE
chr10	 978212	+	     8	TRUE
chr10	 978312	+	     1	TRUE
chr10	 978321	+	     2	TRUE
chr10	 978365	+	     3	TRUE
chr10	 978369	+	     1	TRUE
chr10	 979030	+	     3	TRUE
chr10	 980248	+	     1	TRUE
chr10	 983536	+	     2	TRUE
chr10	 986375	+	     2	TRUE
chr10	 987024	+	     5	TRUE
chr10	 987220	+	     1	TRUE
chr10	 987445	+	     1	TRUE
chr10	 987459	+	     1	TRUE
chr10	 987530	+	     6	TRUE
chr10	 989647	+	     1	TRUE
chr10	 990072	+	     1	TRUE
chr10	 990565	+	     1	TRUE
chr10	 990775	+	     5	TRUE
chr10	 990780	+	     2	TRUE
chr10	 991242	+	     1	TRUE
chr10	 993079	+	     1	TRUE
chr10	 998183	+	     1	TRUE
chr10	 998931	+	     1	TRUE
chr10	 999092	+	     3	TRUE
chr10	 999514	+	     1	TRUE
chr10	1000411	+	     1	TRUE
chr10	1000422	+	     2	TRUE
chr10	1004655	+	     4	TRUE
chr10	1004660	+	     1	TRUE
chr10	1006928	+	     6	TRUE
chr10	1007909	+	     1	TRUE
chr10	1008079	+	     9	TRUE
chr10	1010621	+	     1	TRUE
chr10	1021985	+	     4	TRUE
chr10	1027539	+	     1	TRUE
chr10	1028001	+	     1	TRUE
chr10	1029185	+	     3	TRUE
chr10	1032823	+	     3	TRUE
chr10	1037450	+	     1	TRUE
chr10	1038166	+	     1	TRUE
chr10	1038384	+	     1	TRUE
chr10	1038492	+	     3	TRUE
chr10	1038608	+	     2	TRUE
chr10	1038806	+	     6	TRUE
chr10	1039370	+	     2	TRUE
chr10	1039795	+	     2	TRUE
chr10	1040508	+	     1	TRUE
chr10	1041305	+	     3	TRUE
chr10	1045957	+	     2	TRUE
chr10	1046172	+	     4	TRUE
chr10	1059629	+	     4	TRUE
chr10	1060176	+	     2	TRUE
chr10	1064099	+	     1	TRUE
chr10	1064139	+	     2	TRUE
chr10	1066132	+	     1	TRUE
chr10	1066243	+	     3	TRUE
chr10	1066338	+	     1	TRUE
chr10	1066353	+	     3	TRUE
chr10	1068802	+	     3	TRUE
chr10	1068940	+	     1	TRUE
chr10	1077179	+	     1	TRUE
chr10	1077188	+	     5	TRUE
chr10	1077190	+	     2	TRUE
chr10	1077199	+	    15	TRUE
chr10	1077217	+	     1	TRUE
chr10	1077223	+	     1	TRUE
chr10	1077231	+	     2	TRUE
chr10	1077239	+	     1	TRUE
chr10	1077242	+	    12	TRUE
chr10	1077245	+	     7	TRUE
chr10	1077326	+	     1	TRUE
chr10	1077397	+	     2	TRUE
chr10	1077405	+	     2	TRUE
chr10	1077601	+	     2	TRUE
chr10	1077602	+	     1	TRUE
chr10	1078814	+	     4	TRUE
chr10	1083707	+	     3	TRUE
chr10	1088650	+	     2	TRUE
chr10	1098059	+	     1	TRUE
chr10	1098952	+	     2	TRUE
chr10	1099027	+	     2	TRUE
chr10	1100329	+	     5	TRUE
chr10	1100647	+	     1	TRUE
chr10	1100725	+	     1	TRUE
chr10	1101894	+	     2	TRUE
chr10	1101941	+	     4	TRUE
chr10	1102354	+	     5	TRUE
chr10	1102702	+	     1	TRUE
chr10	1102716	+	     1	TRUE
chr10	1106500	+	     4	TRUE
chr10	1110703	+	     6	TRUE
chr10	1110705	+	     8	TRUE
chr10	1110707	+	     1	TRUE
chr10	1110983	+	     4	TRUE
chr10	1115283	+	     1	TRUE
chr10	1119894	+	     1	TRUE
chr10	1122690	+	     1	TRUE
chr10	1123655	+	     3	TRUE
chr10	1123774	+	     1	TRUE
chr10	1123951	+	     1	TRUE
chr10	1123955	+	     4	TRUE
chr10	1123958	+	     9	TRUE
chr10	1123962	+	    11	TRUE
chr10	1124024	+	     1	TRUE
chr10	1124032	+	     1	TRUE
chr10	1125591	+	     1	TRUE
chr10	1125725	+	     2	TRUE
chr10	1134249	+	     2	TRUE
chr10	1147902	+	     7	TRUE
chr10	1147904	+	     1	TRUE
chr10	1147910	+	     9	TRUE
chr10	1147913	+	    10	TRUE
chr10	1147917	+	    53	TRUE
chr10	1147958	+	     5	TRUE
chr10	1148131	+	     1	TRUE
