seq	TSS	strand	nTAGs	isreal
chr10	 290467	+	     3	TRUE
chr10	 290480	+	     2	TRUE
chr10	 291167	+	     1	TRUE
chr10	 291175	+	     3	TRUE
chr10	 291358	+	     2	TRUE
chr10	 291705	+	     7	TRUE
chr10	 291818	+	     2	TRUE
chr10	 292093	+	     1	TRUE
chr10	 313280	+	     1	TRUE
chr10	 315721	+	     1	TRUE
chr10	 349799	+	     1	TRUE
chr10	 349826	+	     1	TRUE
chr10	 359430	+	     2	TRUE
chr10	 370092	+	     1	TRUE
chr10	 371484	+	     1	TRUE
chr10	 371999	+	     1	TRUE
chr10	 376435	+	     6	TRUE
chr10	 376601	+	     2	TRUE
chr10	 376602	+	     5	TRUE
chr10	 376642	+	     2	TRUE
chr10	 376665	+	     2	TRUE
chr10	 377021	+	     2	TRUE
chr10	 377069	+	     1	TRUE
chr10	 377126	+	     1	TRUE
chr10	 377173	+	     1	TRUE
chr10	 377314	+	     1	TRUE
chr10	 377470	+	     4	TRUE
chr10	 377631	+	     2	TRUE
chr10	 377727	+	     4	TRUE
chr10	 377805	+	     1	TRUE
chr10	 378073	+	     5	TRUE
chr10	 384395	+	     3	TRUE
chr10	 390000	+	     2	TRUE
chr10	 395557	+	     3	TRUE
chr10	 407577	+	     1	TRUE
chr10	 417289	+	     2	TRUE
chr10	 447613	+	     4	TRUE
chr10	 448547	+	     3	TRUE
chr10	 450221	+	     2	TRUE
chr10	 468131	+	     6	TRUE
chr10	 486670	+	     7	TRUE
chr10	 488019	+	     7	TRUE
chr10	 488022	+	     4	TRUE
chr10	 488037	+	     3	TRUE
chr10	 488039	+	     1	TRUE
chr10	 488043	+	     2	TRUE
chr10	 488057	+	     1	TRUE
chr10	 488090	+	     1	TRUE
chr10	 488172	+	     1	TRUE
chr10	 488650	+	     1	TRUE
chr10	 489418	+	     4	TRUE
chr10	 491825	+	     3	TRUE
chr10	 491954	+	     4	TRUE
chr10	 499217	+	     5	TRUE
chr10	 499250	+	     7	TRUE
chr10	 499564	+	     3	TRUE
chr10	 502743	+	     1	TRUE
chr10	 503575	+	     1	TRUE
chr10	 503671	+	     2	TRUE
chr10	 504012	+	     1	TRUE
chr10	 504667	+	     2	TRUE
chr10	 505092	+	     1	TRUE
chr10	 505319	+	     2	TRUE
chr10	 507105	+	     1	TRUE
chr10	 509498	+	     1	TRUE
chr10	 510243	+	     1	TRUE
chr10	 510361	+	     3	TRUE
chr10	 510805	+	     4	TRUE
chr10	 512760	+	     1	TRUE
chr10	 516613	+	     1	TRUE
chr10	 521670	+	     3	TRUE
chr10	 540867	+	     1	TRUE
chr10	 542808	+	     2	TRUE
chr10	 545833	+	     1	TRUE
chr10	 551912	+	     1	TRUE
chr10	 563846	+	     1	TRUE
chr10	 565665	+	     4	TRUE
chr10	 566401	+	     1	TRUE
chr10	 566722	+	     2	TRUE
chr10	 567336	+	     2	TRUE
chr10	 567413	+	     6	TRUE
chr10	 567727	+	     1	TRUE
chr10	 568059	+	     2	TRUE
chr10	 579051	+	     1	TRUE
chr10	 592700	+	     4	TRUE
chr10	 592737	+	     8	TRUE
chr10	 598568	+	     2	TRUE
chr10	 635563	+	     1	TRUE
chr10	 648577	+	     1	TRUE
chr10	 649405	+	     1	TRUE
chr10	 650700	+	     1	TRUE
chr10	 665006	+	     2	TRUE
chr10	 665734	+	     1	TRUE
chr10	 668720	+	     4	TRUE
chr10	 669007	+	     9	TRUE
chr10	 669023	+	    14	TRUE
chr10	 669025	+	     5	TRUE
chr10	 669039	+	     2	TRUE
chr10	 669044	+	     2	TRUE
chr10	 669059	+	     2	TRUE
chr10	 669235	+	     1	TRUE
chr10	 669306	+	     1	TRUE
chr10	 682547	+	     1	TRUE
chr10	 719018	+	     1	TRUE
chr10	 720220	+	     1	TRUE
chr10	 720230	+	     1	TRUE
chr10	 721261	+	     8	TRUE
chr10	 731255	+	     2	TRUE
chr10	 731410	+	     4	TRUE
chr10	 731411	+	     1	TRUE
chr10	 731680	+	     1	TRUE
chr10	 732286	+	     3	TRUE
chr10	 740119	+	     1	TRUE
chr10	 745161	+	     4	TRUE
chr10	 750765	+	     1	TRUE
chr10	 751397	+	     1	TRUE
chr10	 758597	+	     3	TRUE
chr10	 764875	+	     3	TRUE
chr10	 765528	+	     6	TRUE
chr10	 765625	+	     1	TRUE
chr10	 765952	+	     2	TRUE
chr10	 766302	+	     4	TRUE
chr10	 769604	+	     4	TRUE
chr10	 778705	+	     3	TRUE
chr10	 779028	+	     2	TRUE
chr10	 779072	+	     3	TRUE
chr10	 779702	+	     2	TRUE
chr10	 780048	+	     9	TRUE
chr10	 780204	+	     1	TRUE
chr10	 780455	+	     2	TRUE
chr10	 780716	+	     2	TRUE
chr10	 788561	+	     1	TRUE
chr10	 792000	+	     2	TRUE
chr10	 792002	+	    21	TRUE
chr10	 792006	+	     1	TRUE
chr10	 792043	+	     4	TRUE
chr10	 792046	+	     4	TRUE
chr10	 792093	+	     4	TRUE
chr10	 797923	+	     3	TRUE
chr10	 798089	+	     1	TRUE
chr10	 798211	+	     3	TRUE
chr10	 798225	+	     3	TRUE
chr10	 798263	+	     2	TRUE
chr10	 800792	+	     1	TRUE
chr10	 803971	+	     1	TRUE
chr10	 804087	+	     1	TRUE
chr10	 804229	+	     2	TRUE
chr10	 804267	+	     3	TRUE
chr10	 804290	+	     9	TRUE
chr10	 804359	+	     1	TRUE
chr10	 805192	+	     7	TRUE
chr10	 830913	+	     1	TRUE
chr10	 831047	+	     1	TRUE
chr10	 840690	+	     6	TRUE
chr10	 841227	+	     6	TRUE
chr10	 841229	+	     2	TRUE
chr10	 842086	+	     1	TRUE
chr10	 842140	+	     1	TRUE
chr10	 844254	+	     4	TRUE
chr10	 844388	+	     1	TRUE
chr10	 844475	+	     8	TRUE
chr10	 854788	+	     4	TRUE
chr10	 856162	+	     1	TRUE
chr10	 860578	+	     2	TRUE
chr10	 891144	+	     2	TRUE
chr10	 896507	+	     3	TRUE
chr10	 898217	+	     3	TRUE
chr10	 898636	+	     1	TRUE
chr10	 898779	+	     2	TRUE
chr10	 898788	+	     1	TRUE
chr10	 898821	+	     3	TRUE
chr10	 900597	+	     1	TRUE
chr10	 901623	+	     3	TRUE
chr10	 912756	+	     1	TRUE
chr10	 932419	+	     3	TRUE
chr10	 937838	+	     4	TRUE
chr10	 942630	+	     1	TRUE
chr10	 957732	+	     1	TRUE
chr10	 958011	+	     2	TRUE
chr10	 959020	+	     1	TRUE
chr10	 959424	+	     1	TRUE
chr10	 963134	+	     5	TRUE
chr10	 963137	+	     5	TRUE
chr10	 963140	+	     2	TRUE
chr10	 976895	+	     5	TRUE
chr10	 978455	+	     3	TRUE
chr10	 985183	+	     1	TRUE
chr10	 985200	+	     1	TRUE
chr10	 987519	+	     3	TRUE
chr10	 987542	+	     3	TRUE
chr10	 987557	+	     2	TRUE
chr10	 988419	+	     1	TRUE
chr10	 990825	+	     1	TRUE
chr10	 990945	+	     2	TRUE
chr10	 991718	+	     5	TRUE
chr10	 999054	+	     3	TRUE
chr10	1002224	+	     1	TRUE
chr10	1004826	+	     1	TRUE
chr10	1007390	+	     2	TRUE
chr10	1008045	+	     7	TRUE
chr10	1008587	+	     2	TRUE
chr10	1029324	+	     4	TRUE
chr10	1036749	+	     1	TRUE
chr10	1039818	+	     3	TRUE
chr10	1040529	+	     2	TRUE
chr10	1040919	+	     2	TRUE
chr10	1056312	+	     3	TRUE
chr10	1060143	+	     1	TRUE
chr10	1075362	+	     2	TRUE
chr10	1077190	+	     1	TRUE
chr10	1077242	+	     4	TRUE
chr10	1077610	+	     1	TRUE
chr10	1077990	+	     1	TRUE
chr10	1098069	+	     6	TRUE
chr10	1101962	+	     2	TRUE
chr10	1101980	+	     4	TRUE
chr10	1102396	+	     1	TRUE
chr10	1103169	+	     1	TRUE
chr10	1104975	+	     4	TRUE
chr10	1105023	+	     3	TRUE
chr10	1105982	+	     3	TRUE
chr10	1106128	+	     2	TRUE
chr10	1106442	+	     1	TRUE
chr10	1106500	+	     2	TRUE
chr10	1124951	+	     4	TRUE
chr10	1124969	+	     3	TRUE
chr10	1125484	+	     1	TRUE
chr10	1127634	+	     5	TRUE
chr10	1147917	+	     6	TRUE
chr10	1149057	+	     1	TRUE
chr10	1149167	+	     1	TRUE
chr10	1149322	+	     1	TRUE
chr10	1152774	+	     1	TRUE
chr10	1153958	+	     1	TRUE
chr10	1160963	+	     2	TRUE
chr10	1160997	+	     1	TRUE
chr10	1162587	+	     6	TRUE
chr10	1174910	+	     7	TRUE
chr10	1183342	+	     1	TRUE
chr10	1183389	+	    34	TRUE
chr10	1183390	+	     8	TRUE
chr10	1183423	+	     8	TRUE
chr10	1183518	+	     1	TRUE
chr10	1183556	+	     2	TRUE
chr10	1183560	+	     3	TRUE
chr10	1183563	+	     2	TRUE
chr10	1183565	+	     1	TRUE
chr10	1183578	+	     3	TRUE
chr10	1183579	+	     1	TRUE
chr10	1183580	+	     2	TRUE
chr10	1183582	+	    12	TRUE
chr10	1183590	+	     5	TRUE
chr10	1183591	+	    16	TRUE
chr10	1183603	+	    12	TRUE
chr10	1183606	+	     2	TRUE
chr10	1183954	+	     1	TRUE
chr10	1183956	+	     2	TRUE
chr10	1183958	+	     4	TRUE
chr10	1183960	+	     3	TRUE
chr10	1183962	+	     6	TRUE
chr10	1183963	+	     2	TRUE
chr10	1183966	+	    11	TRUE
chr10	1183975	+	    12	TRUE
chr10	1183980	+	     1	TRUE
chr10	1183981	+	     6	TRUE
chr10	1183982	+	     5	TRUE
chr10	1183988	+	     1	TRUE
chr10	1183990	+	     2	TRUE
chr10	1184009	+	     1	TRUE
chr10	1188099	+	     1	TRUE
chr10	1197556	+	     1	TRUE
chr10	1197772	+	     4	TRUE
chr10	1197773	+	     1	TRUE
chr10	1197801	+	     4	TRUE
chr10	1198337	+	     2	TRUE
chr10	1199055	+	     3	TRUE
chr10	1199078	+	     9	TRUE
chr10	1199208	+	     1	TRUE
chr10	1199547	+	     3	TRUE
chr10	1199946	+	     8	TRUE
chr10	1201101	+	     3	TRUE
chr10	1202505	+	     2	TRUE
chr10	1203002	+	     5	TRUE
chr10	1203099	+	     1	TRUE
chr10	1206584	+	     1	TRUE
chr10	1209577	+	     3	TRUE
chr10	1210166	+	     3	TRUE
chr10	1210168	+	     4	TRUE
chr10	1210174	+	     3	TRUE
chr10	1210772	+	     1	TRUE
chr10	1222992	+	     3	TRUE
chr10	1223002	+	     1	TRUE
chr10	1223006	+	     9	TRUE
chr10	1223008	+	     3	TRUE
chr10	1223027	+	     4	TRUE
chr10	1223102	+	     6	TRUE
chr10	1223288	+	     1	TRUE
chr10	1223406	+	     1	TRUE
chr10	1224348	+	     2	TRUE
chr10	1236361	+	     2	TRUE
chr10	1238176	+	     3	TRUE
chr10	1240835	+	     4	TRUE
chr10	1251593	+	     2	TRUE
chr10	1251595	+	     2	TRUE
chr10	1259797	+	     2	TRUE
chr10	1284522	+	     2	TRUE
chr10	1285872	+	     8	TRUE
chr10	1285968	+	     3	TRUE
chr10	1286103	+	     3	TRUE
chr10	1286773	+	     3	TRUE
chr10	1309731	+	     1	TRUE
chr10	1326056	+	     3	TRUE
chr10	1342203	+	     1	TRUE
chr10	1351787	+	     1	TRUE
chr10	1353503	+	     2	TRUE
chr10	1359295	+	     1	TRUE
chr10	1367064	+	     1	TRUE
chr10	1371956	+	     8	TRUE
chr10	1371959	+	     6	TRUE
chr10	1371986	+	     6	TRUE
chr10	1371995	+	     2	TRUE
chr10	1379565	+	     6	TRUE
chr10	1379567	+	     1	TRUE
chr10	1386144	+	     6	TRUE
chr10	1386149	+	     2	TRUE
chr10	1386625	+	     1	TRUE
chr10	1388538	+	     2	TRUE
chr10	1393649	+	     1	TRUE
chr10	1393743	+	     1	TRUE
chr10	1398634	+	     1	TRUE
chr10	1414925	+	     1	TRUE
chr10	1419805	+	     4	TRUE
chr10	1419910	+	     1	TRUE
chr10	1425373	+	     1	TRUE
chr10	1425382	+	     6	TRUE
chr10	1427282	+	     3	TRUE
chr10	1427336	+	     1	TRUE
chr10	1433438	+	     1	TRUE
chr10	1434068	+	     6	TRUE
chr10	1444397	+	     5	TRUE
chr10	1444991	+	     1	TRUE
chr10	1448425	+	     1	TRUE
chr10	1448427	+	    11	TRUE
chr10	1448498	+	     1	TRUE
chr10	1448690	+	     4	TRUE
chr10	1449287	+	     2	TRUE
chr10	1449353	+	     3	TRUE
chr10	1449359	+	     1	TRUE
chr10	1449371	+	     4	TRUE
chr10	1449785	+	     3	TRUE
chr10	1449814	+	     1	TRUE
chr10	1449868	+	     2	TRUE
chr10	1457577	+	     3	TRUE
chr10	1464315	+	     1	TRUE
chr10	1470776	+	     2	TRUE
chr10	1477359	+	     5	TRUE
chr10	1481607	+	     2	TRUE
chr10	1486255	+	     2	TRUE
chr10	1486497	+	     2	TRUE
chr10	1487102	+	     1	TRUE
chr10	1487981	+	     2	TRUE
chr10	1494203	+	     1	TRUE
chr10	1498674	+	     1	TRUE
chr10	1498917	+	     1	TRUE
chr10	1513880	+	     4	TRUE
chr10	1513894	+	     6	TRUE
chr10	1514007	+	     2	TRUE
chr10	1518711	+	     3	TRUE
chr10	1526369	+	     2	TRUE
chr10	1526371	+	     1	TRUE
chr10	1526518	+	     4	TRUE
chr10	1527998	+	     3	TRUE
chr10	1529356	+	     2	TRUE
chr10	1529860	+	     1	TRUE
chr10	1529921	+	     2	TRUE
chr10	1530291	+	     5	TRUE
chr10	1530320	+	     2	TRUE
chr10	1530334	+	     2	TRUE
chr10	1531108	+	     1	TRUE
chr10	1531342	+	     1	TRUE
chr10	1531430	+	     1	TRUE
chr10	1531535	+	     1	TRUE
chr10	1531536	+	     1	TRUE
chr10	1531885	+	     1	TRUE
chr10	1534747	+	     4	TRUE
chr10	1547351	+	     5	TRUE
chr10	1547353	+	    13	TRUE
chr10	1547360	+	     6	TRUE
chr10	1547482	+	     1	TRUE
chr10	1547514	+	     3	TRUE
chr10	1547545	+	     1	TRUE
chr10	1547570	+	     1	TRUE
chr10	1549895	+	     1	TRUE
chr10	1554195	+	     2	TRUE
chr10	1556277	+	     4	TRUE
chr10	1560058	+	     3	TRUE
chr10	1561052	+	     2	TRUE
chr10	1566395	+	     2	TRUE
chr10	1570472	+	     5	TRUE
chr10	1570495	+	     1	TRUE
chr10	1570516	+	     4	TRUE
chr10	1576919	+	     1	TRUE
chr10	1579078	+	     1	TRUE
chr10	1587842	+	     4	TRUE
chr10	1601441	+	     3	TRUE
chr10	1602341	+	     2	TRUE
chr10	1607241	+	     1	TRUE
chr10	1608809	+	     3	TRUE
chr10	1611058	+	     1	TRUE
chr10	1618468	+	     1	TRUE
chr10	1619717	+	     1	TRUE
chr10	1620094	+	     1	TRUE
chr10	1623054	+	     1	TRUE
chr10	1623082	+	     3	TRUE
chr10	1623599	+	     2	TRUE
chr10	1623605	+	     2	TRUE
chr10	1625057	+	     7	TRUE
chr10	1625117	+	     1	TRUE
chr10	1625551	+	     1	TRUE
chr10	1625569	+	     2	TRUE
chr10	1625842	+	     9	TRUE
chr10	1626180	+	    12	TRUE
chr10	1626209	+	     1	TRUE
chr10	1626675	+	     4	TRUE
chr10	1626719	+	     2	TRUE
chr10	1626726	+	     3	TRUE
chr10	1626947	+	     1	TRUE
chr10	1627127	+	     2	TRUE
chr10	1638008	+	     2	TRUE
chr10	1639272	+	     1	TRUE
chr10	1639463	+	     1	TRUE
chr10	1649664	+	     5	TRUE
chr10	1649697	+	     5	TRUE
chr10	1650853	+	     1	TRUE
chr10	1651395	+	     1	TRUE
chr10	1667040	+	     5	TRUE
chr10	1668008	+	     1	TRUE
chr10	1672109	+	     5	TRUE
chr10	1673932	+	     1	TRUE
chr10	1676211	+	     3	TRUE
chr10	1677749	+	     1	TRUE
chr10	1678348	+	     5	TRUE
chr10	1679139	+	     7	TRUE
chr10	1685707	+	     3	TRUE
chr10	1702585	+	     1	TRUE
chr10	1722715	+	     2	TRUE
chr10	1734790	+	     2	TRUE
chr10	1735055	+	     1	TRUE
chr10	1735697	+	     1	TRUE
chr10	1736375	+	     2	TRUE
chr10	1736483	+	     1	TRUE
chr10	1762195	+	     1	TRUE
chr10	1762200	+	     1	TRUE
chr10	1765494	+	     2	TRUE
chr10	1767637	+	     1	TRUE
chr10	1771153	+	     5	TRUE
chr10	1781749	+	     5	TRUE
chr10	1786925	+	     2	TRUE
chr10	1787324	+	     3	TRUE
chr10	1787797	+	     1	TRUE
chr10	1787847	+	     1	TRUE
chr10	1793106	+	     6	TRUE
chr10	1794026	+	     3	TRUE
chr10	1804109	+	     5	TRUE
chr10	1804114	+	     1	TRUE
chr10	1804115	+	     7	TRUE
chr10	1804171	+	     6	TRUE
chr10	1804330	+	     3	TRUE
chr10	1806006	+	    15	TRUE
chr10	1806007	+	     3	TRUE
chr10	1806735	+	     6	TRUE
chr10	1807780	+	     2	TRUE
chr10	1826264	+	     1	TRUE
chr10	1831917	+	     1	TRUE
chr10	1837400	+	     1	TRUE
chr10	1837674	+	     3	TRUE
chr10	1838149	+	     6	TRUE
chr10	1838150	+	     1	TRUE
chr10	1840419	+	     2	TRUE
chr10	1845087	+	     1	TRUE
chr10	1846342	+	     3	TRUE
chr10	1847869	+	     2	TRUE
chr10	1847875	+	     2	TRUE
chr10	1847897	+	     7	TRUE
chr10	1847900	+	     4	TRUE
chr10	1847901	+	     8	TRUE
chr10	1847915	+	    33	TRUE
chr10	1847916	+	     1	TRUE
chr10	1855794	+	     2	TRUE
chr10	1855819	+	     2	TRUE
chr10	1858803	+	     1	TRUE
chr10	1864746	+	     6	TRUE
chr10	1872181	+	     4	TRUE
chr10	1878950	+	     3	TRUE
chr10	1879505	+	     3	TRUE
chr10	1880043	+	     1	TRUE
chr10	1881666	+	     1	TRUE
chr10	1881691	+	     2	TRUE
chr10	1881703	+	     1	TRUE
chr10	1883890	+	     2	TRUE
chr10	1884101	+	     2	TRUE
chr10	1884343	+	     1	TRUE
chr10	1892220	+	     3	TRUE
chr10	1892629	+	     2	TRUE
chr10	1892652	+	     8	TRUE
chr10	1892801	+	     3	TRUE
chr10	1892810	+	     2	TRUE
chr10	1893862	+	     3	TRUE
chr10	1907509	+	     3	TRUE
chr10	1916330	+	     1	TRUE
chr10	1936608	+	     3	TRUE
chr10	1936612	+	     3	TRUE
chr10	1938648	+	     2	TRUE
chr10	1947791	+	     3	TRUE
chr10	1947794	+	     6	TRUE
chr10	1947880	+	     3	TRUE
chr10	1947919	+	     3	TRUE
chr10	1973801	+	     2	TRUE
chr10	1980083	+	     8	TRUE
chr10	1980085	+	     2	TRUE
chr10	1997138	+	     2	TRUE
chr10	1998982	+	     5	TRUE
chr10	1999491	+	     4	TRUE
chr10	2000556	+	     2	TRUE
chr10	2000580	+	     5	TRUE
chr10	2001643	+	     1	TRUE
chr10	2008036	+	     7	TRUE
chr10	2008394	+	     4	TRUE
chr10	2020930	+	     6	TRUE
chr10	2021249	+	     1	TRUE
chr10	2021289	+	     3	TRUE
chr10	2021367	+	     1	TRUE
chr10	2021390	+	     1	TRUE
chr10	2021424	+	     5	TRUE
chr10	2021444	+	     2	TRUE
chr10	2021868	+	     3	TRUE
chr10	2025757	+	     5	TRUE
chr10	2026055	+	     4	TRUE
chr10	2030188	+	     2	TRUE
chr10	2039240	+	     1	TRUE
chr10	2064157	+	     2	TRUE
chr10	2069626	+	     6	TRUE
chr10	2072350	+	     3	TRUE
chr10	2073364	+	     4	TRUE
chr10	2073402	+	     4	TRUE
chr10	2075391	+	     4	TRUE
chr10	2078507	+	     4	TRUE
chr10	2083072	+	     2	TRUE
chr10	2084950	+	     1	TRUE
chr10	2105110	+	     1	TRUE
chr10	2107390	+	     3	TRUE
chr10	2117565	+	     7	TRUE
chr10	2117580	+	     6	TRUE
chr10	2117589	+	     1	TRUE
chr10	2117613	+	     6	TRUE
chr10	2117643	+	     6	TRUE
chr10	2117645	+	     1	TRUE
chr10	2117647	+	     2	TRUE
chr10	2117655	+	     1	TRUE
chr10	2117663	+	     3	TRUE
chr10	2117877	+	     1	TRUE
chr10	2117880	+	     3	TRUE
chr10	2117892	+	     1	TRUE
chr10	2117908	+	     4	TRUE
chr10	2117935	+	     2	TRUE
chr10	2117946	+	     8	TRUE
chr10	2117961	+	     2	TRUE
chr10	2117964	+	     3	TRUE
chr10	2117966	+	     1	TRUE
chr10	2117972	+	     3	TRUE
chr10	2117973	+	     2	TRUE
chr10	2118163	+	     2	TRUE
chr10	2118579	+	     2	TRUE
chr10	2118889	+	     5	TRUE
chr10	2118895	+	     3	TRUE
chr10	2118908	+	     1	TRUE
chr10	2118923	+	     3	TRUE
chr10	2118967	+	     2	TRUE
chr10	2118980	+	     4	TRUE
chr10	2119037	+	     1	TRUE
chr10	2119107	+	     1	TRUE
chr10	2119325	+	     1	TRUE
chr10	2119331	+	     1	TRUE
chr10	2119350	+	     1	TRUE
chr10	2119370	+	     2	TRUE
chr10	2119780	+	     6	TRUE
chr10	2119798	+	     2	TRUE
chr10	2121569	+	     2	TRUE
chr10	2123022	+	     1	TRUE
chr10	2127854	+	     2	TRUE
chr10	2129991	+	     4	TRUE
chr10	2136921	+	     3	TRUE
chr10	2136926	+	     1	TRUE
chr10	2136996	+	     2	TRUE
chr10	2137030	+	     1	TRUE
chr10	2137052	+	     4	TRUE
chr10	2137064	+	     1	TRUE
chr10	2137072	+	     2	TRUE
chr10	2137082	+	     1	TRUE
chr10	2137105	+	     1	TRUE
chr10	2137113	+	     7	TRUE
chr10	2138503	+	     9	TRUE
chr10	2139458	+	     5	TRUE
chr10	2140044	+	     1	TRUE
chr10	2150725	+	     2	TRUE
chr10	2152387	+	     2	TRUE
chr10	2152431	+	     1	TRUE
chr10	2152640	+	     1	TRUE
chr10	2153866	+	     3	TRUE
chr10	2154081	+	     3	TRUE
chr10	2157369	+	     2	TRUE
chr10	2162327	+	     2	TRUE
chr10	2176951	+	     3	TRUE
chr10	2177220	+	     1	TRUE
chr10	2177233	+	     1	TRUE
chr10	2178167	+	     3	TRUE
chr10	2193818	+	     6	TRUE
chr10	2199590	+	     7	TRUE
chr10	2207834	+	     2	TRUE
chr10	2209081	+	     1	TRUE
chr10	2209132	+	     4	TRUE
chr10	2209160	+	     3	TRUE
chr10	2209719	+	     2	TRUE
chr10	2209760	+	     2	TRUE
chr10	2209763	+	     3	TRUE
chr10	2209789	+	     1	TRUE
chr10	2212602	+	     1	TRUE
chr10	2213666	+	    10	TRUE
chr10	2214912	+	     1	TRUE
chr10	2216443	+	     2	TRUE
chr10	2256502	+	     3	TRUE
chr10	2266273	+	     1	TRUE
chr10	2278955	+	     4	TRUE
chr10	2283414	+	     2	TRUE
chr10	2283819	+	     2	TRUE
chr10	2284430	+	     5	TRUE
chr10	2284432	+	     1	TRUE
chr10	2284927	+	     5	TRUE
chr10	2285185	+	     3	TRUE
chr10	2285770	+	     2	TRUE
chr10	2285800	+	     9	TRUE
chr10	2286203	+	     1	TRUE
chr10	2286233	+	     5	TRUE
chr10	2286254	+	     1	TRUE
chr10	2286256	+	     4	TRUE
chr10	2286272	+	     3	TRUE
chr10	2286551	+	     2	TRUE
chr10	2306936	+	     2	TRUE
chr10	2336732	+	     1	TRUE
chr10	2346049	+	     1	TRUE
chr10	2346221	+	     3	TRUE
chr10	2346318	+	     7	TRUE
chr10	2353218	+	     2	TRUE
chr10	2360825	+	     4	TRUE
chr10	2360936	+	     1	TRUE
chr10	2363017	+	     1	TRUE
chr10	2363126	+	     1	TRUE
chr10	2378262	+	     6	TRUE
chr10	2380636	+	     1	TRUE
chr10	2380694	+	     2	TRUE
chr10	2384960	+	     2	TRUE
chr10	2390187	+	     3	TRUE
chr10	2390203	+	     8	TRUE
chr10	2390542	+	     1	TRUE
chr10	2390563	+	     2	TRUE
chr10	2390578	+	     2	TRUE
chr10	2390600	+	     3	TRUE
chr10	2390638	+	     4	TRUE
chr10	2390951	+	     2	TRUE
chr10	2391159	+	     1	TRUE
chr10	2391224	+	     3	TRUE
chr10	2391360	+	     1	TRUE
chr10	2391375	+	     1	TRUE
chr10	2391377	+	     2	TRUE
chr10	2391383	+	     3	TRUE
chr10	2391393	+	     4	TRUE
chr10	2391418	+	     2	TRUE
chr10	2391425	+	     2	TRUE
chr10	2391448	+	     1	TRUE
chr10	2391508	+	     2	TRUE
chr10	2391510	+	     1	TRUE
chr10	2391534	+	     2	TRUE
chr10	2391564	+	     1	TRUE
chr10	2391565	+	     1	TRUE
chr10	2415744	+	     6	TRUE
chr10	2415965	+	     1	TRUE
chr10	2416697	+	     1	TRUE
chr10	2416866	+	     2	TRUE
chr10	2432682	+	     1	TRUE
chr10	2439985	+	     5	TRUE
chr10	2440000	+	    10	TRUE
chr10	2440019	+	     3	TRUE
chr10	2442512	+	     2	TRUE
chr10	2442713	+	     4	TRUE
chr10	2443438	+	     4	TRUE
chr10	2444163	+	     1	TRUE
chr10	2444230	+	     4	TRUE
