seq	TSS	strand	nTAGs	isreal
chr10	1116356	+	     1	TRUE
chr10	1165487	+	     2	TRUE
chr10	1168882	+	   293	TRUE
chr10	1168884	+	     1	TRUE
chr10	1183388	+	     1	TRUE
chr10	1183389	+	  1491	TRUE
chr10	1183404	+	     1	TRUE
chr10	1183407	+	     1	TRUE
chr10	1183497	+	     1	TRUE
chr10	1183501	+	     1	TRUE
chr10	1183954	+	     1	TRUE
chr10	1183958	+	    31	TRUE
chr10	1183959	+	     1	TRUE
chr10	1183966	+	    24	TRUE
chr10	1205025	+	   295	TRUE
chr10	1214915	+	    28	TRUE
chr10	1223006	+	   175	TRUE
chr10	1223820	+	    26	TRUE
chr10	1277181	+	    37	TRUE
chr10	1312250	+	    72	TRUE
chr10	1312251	+	     1	TRUE
chr10	1351992	+	    33	TRUE
chr10	1353220	+	     4	TRUE
chr10	1360662	+	    28	TRUE
chr10	1371952	+	   283	TRUE
chr10	1371953	+	     1	TRUE
chr10	1371988	+	   115	TRUE
chr10	1371990	+	     1	TRUE
chr10	1371992	+	    12	TRUE
chr10	1387952	+	   142	TRUE
chr10	1414832	+	    57	TRUE
chr10	1473584	+	     2	TRUE
chr10	1491069	+	   100	TRUE
chr10	1523500	+	     9	TRUE
chr10	1529917	+	   198	TRUE
chr10	1530327	+	     7	TRUE
chr10	1547524	+	    23	TRUE
chr10	1547570	+	     3	TRUE
chr10	1621267	+	    18	TRUE
chr10	1621292	+	     1	TRUE
chr10	1626258	+	   150	TRUE
chr10	1627752	+	   144	TRUE
chr10	1712207	+	     1	TRUE
chr10	1712311	+	     7	TRUE
chr10	1712314	+	     1	TRUE
chr10	1744035	+	   133	TRUE
chr10	1744036	+	     1	TRUE
chr10	1783736	+	     3	TRUE
chr10	1853633	+	     3	TRUE
chr10	1881374	+	    32	TRUE
chr10	1881565	+	     1	TRUE
chr10	1885751	+	    31	TRUE
chr10	1902053	+	   174	TRUE
chr10	1987208	+	   217	TRUE
chr10	1988115	+	     1	TRUE
chr10	2021404	+	    13	TRUE
chr10	2075644	+	     5	TRUE
chr10	2085813	+	   153	TRUE
chr10	2085824	+	     1	TRUE
chr10	2117615	+	   140	TRUE
chr10	2118579	+	   158	TRUE
chr10	2118580	+	     1	TRUE
chr10	2176390	+	   180	TRUE
chr10	2176392	+	     1	TRUE
chr10	2194537	+	   293	TRUE
chr10	2194736	+	     2	TRUE
chr10	2194754	+	     1	TRUE
chr10	2203213	+	   128	TRUE
chr10	2214394	+	    94	TRUE
chr10	2282542	+	     6	TRUE
chr10	2376124	+	     1	TRUE
chr10	2390203	+	     1	TRUE
chr10	2391224	+	    29	TRUE
chr10	2391462	+	    73	TRUE
chr10	2444303	+	     7	TRUE
chr10	2476758	+	    10	TRUE
chr10	2478001	+	   229	TRUE
chr10	2478002	+	     1	TRUE
chr10	2478003	+	     1	TRUE
chr10	2499673	+	   364	TRUE
chr10	2499674	+	     2	TRUE
chr10	2499675	+	     1	TRUE
chr10	2499679	+	     1	TRUE
chr10	2504403	+	    10	TRUE
chr10	2524782	+	    62	TRUE
chr10	2530141	+	    47	TRUE
chr10	2534053	+	    23	TRUE
chr10	2544632	+	     2	TRUE
chr10	2544682	+	   418	TRUE
chr10	2544683	+	     1	TRUE
chr10	2544684	+	     1	TRUE
chr10	2579595	+	    35	TRUE
chr10	2599382	+	    12	TRUE
chr10	2608373	+	   282	TRUE
chr10	2665140	+	   155	TRUE
chr10	2677562	+	    27	TRUE
chr10	2683238	+	   103	TRUE
chr10	2740483	+	   101	TRUE
chr10	2743687	+	     1	TRUE
chr10	2779456	+	    19	TRUE
chr10	2803911	+	    33	TRUE
chr10	2809625	+	   354	TRUE
chr10	2811998	+	   109	TRUE
chr10	2812005	+	     1	TRUE
chr10	2821439	+	   154	TRUE
chr10	2851798	+	   300	TRUE
chr10	2851799	+	     1	TRUE
chr10	2859054	+	   128	TRUE
chr10	2864409	+	   262	TRUE
chr10	2889998	+	    57	TRUE
chr10	2896248	+	   179	TRUE
chr10	2896250	+	     1	TRUE
chr10	2928560	+	    87	TRUE
chr10	2929370	+	    33	TRUE
chr10	2981151	+	    45	TRUE
chr10	2981206	+	   198	TRUE
chr10	  77119	-	    16	TRUE
chr10	 210785	-	     1	TRUE
chr10	 213171	-	   104	TRUE
chr10	 213252	-	    44	TRUE
chr10	 213254	-	     5	TRUE
chr10	 230179	-	   151	TRUE
chr10	 292261	-	     2	TRUE
chr10	 303235	-	    27	TRUE
chr10	 320514	-	    25	TRUE
chr10	 328328	-	     1	TRUE
chr10	 328331	-	    30	TRUE
chr10	 374518	-	    25	TRUE
chr10	 405129	-	    52	TRUE
chr10	 443087	-	     3	TRUE
chr10	 454930	-	     8	TRUE
chr10	 454931	-	   324	TRUE
chr10	 462410	-	     1	TRUE
chr10	 462412	-	   407	TRUE
chr10	 491617	-	     3	TRUE
chr10	 496790	-	    10	TRUE
chr10	 516412	-	    22	TRUE
chr10	 525961	-	     1	TRUE
chr10	 547806	-	    31	TRUE
chr10	 572109	-	     1	TRUE
chr10	 572110	-	     1	TRUE
chr10	 572111	-	    99	TRUE
chr10	 636400	-	     1	TRUE
chr10	 667634	-	    10	TRUE
chr10	 677640	-	    27	TRUE
chr10	 697559	-	     1	TRUE
chr10	 748797	-	    14	TRUE
chr10	 769350	-	    51	TRUE
chr10	 777346	-	     4	TRUE
chr10	 822217	-	   214	TRUE
chr10	 826127	-	   124	TRUE
chr10	 838228	-	     9	TRUE
chr10	 839452	-	    14	TRUE
chr10	 839887	-	    34	TRUE
chr10	 867545	-	    36	TRUE
chr10	 898348	-	   228	TRUE
chr10	 900671	-	    15	TRUE
chr10	 923330	-	   152	TRUE
chr10	 971308	-	    14	TRUE
chr10	1018216	-	    53	TRUE
chr10	1029235	-	     5	TRUE
chr10	1032268	-	     8	TRUE
chr10	1044606	-	     1	TRUE
chr10	1044617	-	   360	TRUE
chr10	1053593	-	    16	TRUE
chr10	1053993	-	    10	TRUE
chr10	1054021	-	     1	TRUE
chr10	1054022	-	   287	TRUE
chr10	1054298	-	     1	TRUE
chr10	1054628	-	     3	TRUE
chr10	1093757	-	    32	TRUE
chr10	1144795	-	     1	TRUE
chr10	1160781	-	    52	TRUE
chr10	1174043	-	   279	TRUE
chr10	1183103	-	    21	TRUE
chr10	1245593	-	    13	TRUE
chr10	1285266	-	     1	TRUE
chr10	1285268	-	   144	TRUE
chr10	1371770	-	    59	TRUE
chr10	1373752	-	     1	TRUE
chr10	1373756	-	     1	TRUE
chr10	1373757	-	    70	TRUE
chr10	1410446	-	     5	TRUE
chr10	1447240	-	    27	TRUE
chr10	1469381	-	     8	TRUE
chr10	1472727	-	    55	TRUE
chr10	1487500	-	    15	TRUE
chr10	1568012	-	   131	TRUE
chr10	1584120	-	     8	TRUE
chr10	1626813	-	     8	TRUE
chr10	1665524	-	     1	TRUE
chr10	1696443	-	     1	TRUE
chr10	1696447	-	   309	TRUE
chr10	1706459	-	   187	TRUE
chr10	1717654	-	     3	TRUE
chr10	1820280	-	   236	TRUE
chr10	1906485	-	     1	TRUE
chr10	1906490	-	     1	TRUE
chr10	1906491	-	     1	TRUE
chr10	1906492	-	   205	TRUE
chr10	1915610	-	    83	TRUE
chr10	1919866	-	     1	TRUE
chr10	1919874	-	     1	TRUE
chr10	1919876	-	   215	TRUE
chr10	1946963	-	     6	TRUE
chr10	1947431	-	    39	TRUE
chr10	1979074	-	     2	TRUE
chr10	1979076	-	   377	TRUE
chr10	1996250	-	     2	TRUE
chr10	2006668	-	     1	TRUE
chr10	2021607	-	    44	TRUE
chr10	2024059	-	    25	TRUE
chr10	2028801	-	    22	TRUE
chr10	2028824	-	    77	TRUE
chr10	2028879	-	   157	TRUE
chr10	2028981	-	   382	TRUE
chr10	2029487	-	    27	TRUE
chr10	2029494	-	    59	TRUE
chr10	2029884	-	    24	TRUE
chr10	2063073	-	    12	TRUE
chr10	2068702	-	     1	TRUE
chr10	2073763	-	    30	TRUE
chr10	2084852	-	    31	TRUE
chr10	2111379	-	     1	TRUE
chr10	2118639	-	     1	TRUE
chr10	2118652	-	   193	TRUE
chr10	2144877	-	     3	TRUE
chr10	2155128	-	   121	TRUE
chr10	2181579	-	     1	TRUE
chr10	2181581	-	    71	TRUE
chr10	2181823	-	     6	TRUE
chr10	2194809	-	   256	TRUE
chr10	2197842	-	    51	TRUE
chr10	2228937	-	   173	TRUE
chr10	2229019	-	    86	TRUE
chr10	2281639	-	     1	TRUE
chr10	2296632	-	     1	TRUE
chr10	2296634	-	   225	TRUE
chr10	2320298	-	     1	TRUE
chr10	2320299	-	   146	TRUE
chr10	2350875	-	     1	TRUE
chr10	2350876	-	    27	TRUE
chr10	2356015	-	   155	TRUE
chr10	2356315	-	    23	TRUE
chr10	2372627	-	    11	TRUE
chr10	2395757	-	   371	TRUE
chr10	2406930	-	     1	TRUE
chr10	2407358	-	     1	TRUE
chr10	2432494	-	    10	TRUE
chr10	2434559	-	     1	TRUE
chr10	2434568	-	     1	TRUE
chr10	2434570	-	   353	TRUE
chr10	2461310	-	     3	TRUE
chr10	2503612	-	    23	TRUE
chr10	2574349	-	     1	TRUE
chr10	2588485	-	    19	TRUE
chr10	2611837	-	     2	TRUE
chr10	2620952	-	    14	TRUE
chr10	2631789	-	   285	TRUE
chr10	2658677	-	     1	TRUE
chr10	2658678	-	   151	TRUE
chr10	2718374	-	    17	TRUE
chr10	2735273	-	    20	TRUE
chr10	2735632	-	    10	TRUE
chr10	2802414	-	    74	TRUE
chr10	2802712	-	    51	TRUE
chr10	2825889	-	     1	TRUE
chr10	2825890	-	   267	TRUE
chr10	2894791	-	   126	TRUE
chr10	2894797	-	   146	TRUE
chr10	2896784	-	    30	TRUE
chr10	2920205	-	     1	TRUE
chr10	2989876	-	    29	TRUE
chr11	 110754	+	     1	TRUE
chr11	 136065	+	     5	TRUE
chr11	 149615	+	    16	TRUE
chr11	 160676	+	    85	TRUE
chr11	 160678	+	     1	TRUE
chr11	 173659	+	    41	TRUE
chr11	 221772	+	   160	TRUE
chr11	 221773	+	     1	TRUE
chr11	 345929	+	    30	TRUE
chr11	 350521	+	    97	TRUE
chr11	 350523	+	     1	TRUE
chr11	 351884	+	    11	TRUE
chr11	 407730	+	     5	TRUE
chr11	 416012	+	   364	TRUE
chr11	 416013	+	     1	TRUE
chr11	 416116	+	    10	TRUE
chr11	 416180	+	    24	TRUE
chr11	 450007	+	    12	TRUE
chr11	 463464	+	   209	TRUE
chr11	 463472	+	     1	TRUE
chr11	 463481	+	     1	TRUE
chr11	 570179	+	   145	TRUE
chr11	 570181	+	     1	TRUE
chr11	 614572	+	     9	TRUE
chr11	 634805	+	     2	TRUE
chr11	 641365	+	   306	TRUE
chr11	 641366	+	     1	TRUE
chr11	 659391	+	    14	TRUE
chr11	 678149	+	     1	TRUE
chr11	 689711	+	   292	TRUE
chr11	 692080	+	   376	TRUE
chr11	 717795	+	   318	TRUE
chr11	 717943	+	     3	TRUE
chr11	 757426	+	    15	TRUE
chr11	 782131	+	    77	TRUE
chr11	 782136	+	     1	TRUE
chr11	 808826	+	    72	TRUE
chr11	 815320	+	    79	TRUE
chr11	 815398	+	    25	TRUE
chr11	 818664	+	    14	TRUE
chr11	 858617	+	    11	TRUE
chr11	 858619	+	     1	TRUE
chr11	 863275	+	   172	TRUE
chr11	 865220	+	   241	TRUE
chr11	 865224	+	     1	TRUE
chr11	 921143	+	    71	TRUE
chr11	 948749	+	     1	TRUE
chr11	1033522	+	    89	TRUE
chr11	1038611	+	   194	TRUE
chr11	1038612	+	     1	TRUE
chr11	1044688	+	    10	TRUE
chr11	1061873	+	     8	TRUE
chr11	1144735	+	     6	TRUE
chr11	1204017	+	   232	TRUE
chr11	1204022	+	     1	TRUE
chr11	1245577	+	     4	TRUE
chr11	1316566	+	   114	TRUE
chr11	1316568	+	     1	TRUE
chr11	1320519	+	   376	TRUE
chr11	1320531	+	     1	TRUE
chr11	1362229	+	     5	TRUE
chr11	1396456	+	    56	TRUE
chr11	1429500	+	    18	TRUE
chr11	1434177	+	    43	TRUE
chr11	1443214	+	   110	TRUE
chr11	1481324	+	    29	TRUE
chr11	1507498	+	   128	TRUE
chr11	1523154	+	   116	TRUE
chr11	1523155	+	     1	TRUE
chr11	1531085	+	    41	TRUE
chr11	1531098	+	     1	TRUE
chr11	1541540	+	   159	TRUE
chr11	1576476	+	   120	TRUE
chr11	1599233	+	     3	TRUE
chr11	1607780	+	    64	TRUE
chr11	1627284	+	     5	TRUE
chr11	1640117	+	    75	TRUE
chr11	1640314	+	   178	TRUE
chr11	1640315	+	     1	TRUE
chr11	1650363	+	   213	TRUE
chr11	1650364	+	     1	TRUE
chr11	1676261	+	     9	TRUE
chr11	1707913	+	     5	TRUE
chr11	1743880	+	    64	TRUE
chr11	1751735	+	     4	TRUE
chr11	1767316	+	     3	TRUE
chr11	1773486	+	   106	TRUE
chr11	1800259	+	   223	TRUE
chr11	1829916	+	   293	TRUE
chr11	1829931	+	     1	TRUE
chr11	1830138	+	     7	TRUE
chr11	1830695	+	    10	TRUE
chr11	1856628	+	   202	TRUE
chr11	1856629	+	     1	TRUE
chr11	1856639	+	     1	TRUE
chr11	1908044	+	   326	TRUE
chr11	1909388	+	     2	TRUE
chr11	1943403	+	     1	TRUE
chr11	2032025	+	   346	TRUE
chr11	2052098	+	   121	TRUE
chr11	2052102	+	     1	TRUE
chr11	2081376	+	    14	TRUE
chr11	2124100	+	    25	TRUE
chr11	2128481	+	    27	TRUE
chr11	2128494	+	     9	TRUE
chr11	2131842	+	     7	TRUE
chr11	2142253	+	     6	TRUE
chr11	2211281	+	   273	TRUE
chr11	2234016	+	   401	TRUE
chr11	2234018	+	     1	TRUE
chr11	2270707	+	     7	TRUE
chr11	2274283	+	   397	TRUE
chr11	2346532	+	     9	TRUE
chr11	2347745	+	    11	TRUE
chr11	2362223	+	     3	TRUE
chr11	2368744	+	    66	TRUE
chr11	2368745	+	     1	TRUE
chr11	2406595	+	     6	TRUE
chr11	2486063	+	    40	TRUE
chr11	2490550	+	    33	TRUE
chr11	2511064	+	   364	TRUE
chr11	2511065	+	     1	TRUE
chr11	2545699	+	    18	TRUE
chr11	2546219	+	    10	TRUE
chr11	2569932	+	     2	TRUE
chr11	2593332	+	   330	TRUE
chr11	2593334	+	     1	TRUE
chr11	2613101	+	     7	TRUE
chr11	2632601	+	    29	TRUE
chr11	2652906	+	   313	TRUE
chr11	2652907	+	     1	TRUE
chr11	2670286	+	    59	TRUE
chr11	2677596	+	     6	TRUE
chr11	2703646	+	     8	TRUE
chr11	2783584	+	    43	TRUE
chr11	2790234	+	    32	TRUE
chr11	2800847	+	   137	TRUE
chr11	2800848	+	     1	TRUE
chr11	2849663	+	    35	TRUE
chr11	2897830	+	    92	TRUE
chr11	2919844	+	     5	TRUE
chr11	 115087	-	     1	TRUE
chr11	 131597	-	     7	TRUE
chr11	 138774	-	     1	TRUE
chr11	 138775	-	   252	TRUE
chr11	 141429	-	     1	TRUE
chr11	 141441	-	   242	TRUE
chr11	 143400	-	    27	TRUE
chr11	 148954	-	     1	TRUE
chr11	 179950	-	     7	TRUE
chr11	 228865	-	    20	TRUE
chr11	 236117	-	     4	TRUE
chr11	 265983	-	    29	TRUE
chr11	 280136	-	     3	TRUE
chr11	 345665	-	     7	TRUE
chr11	 357687	-	    15	TRUE
chr11	 357694	-	    50	TRUE
chr11	 357738	-	    12	TRUE
chr11	 357798	-	    53	TRUE
chr11	 357908	-	     1	TRUE
chr11	 357924	-	   328	TRUE
chr11	 368540	-	   128	TRUE
chr11	 389938	-	     1	TRUE
chr11	 389959	-	     1	TRUE
chr11	 389961	-	   107	TRUE
chr11	 390159	-	    24	TRUE
chr11	 395340	-	   296	TRUE
chr11	 395461	-	     6	TRUE
chr11	 401634	-	    20	TRUE
chr11	 418540	-	    10	TRUE
chr11	 421826	-	    32	TRUE
chr11	 423097	-	   298	TRUE
chr11	 423397	-	    37	TRUE
chr11	 430831	-	     7	TRUE
chr11	 451657	-	     3	TRUE
chr11	 476454	-	     1	TRUE
chr11	 476455	-	     1	TRUE
chr11	 476456	-	   764	TRUE
chr11	 517418	-	   214	TRUE
chr11	 562060	-	     1	TRUE
chr11	 562061	-	   378	TRUE
chr11	 565176	-	    10	TRUE
chr11	 572949	-	    14	TRUE
chr11	 581520	-	   124	TRUE
chr11	 639600	-	   213	TRUE
chr11	 716051	-	     8	TRUE
chr11	 716746	-	    60	TRUE
chr11	 775520	-	    37	TRUE
chr11	 782382	-	     1	TRUE
chr11	 784549	-	     2	TRUE
chr11	 789734	-	   137	TRUE
chr11	 801696	-	    43	TRUE
chr11	 834404	-	     1	TRUE
chr11	 834405	-	   314	TRUE
chr11	 862137	-	     2	TRUE
chr11	 862142	-	     2	TRUE
chr11	 862200	-	    10	TRUE
chr11	 896283	-	   255	TRUE
chr11	 898768	-	    56	TRUE
chr11	 959391	-	    36	TRUE
chr11	 966384	-	     1	TRUE
chr11	1023523	-	    16	TRUE
chr11	1070794	-	    57	TRUE
chr11	1111331	-	     3	TRUE
chr11	1136624	-	     1	TRUE
chr11	1136625	-	    32	TRUE
chr11	1140569	-	   137	TRUE
chr11	1171807	-	     2	TRUE
chr11	1193551	-	   386	TRUE
chr11	1223565	-	     1	TRUE
chr11	1223567	-	    83	TRUE
chr11	1263406	-	     1	TRUE
chr11	1289431	-	    10	TRUE
chr11	1304333	-	     5	TRUE
chr11	1379936	-	    64	TRUE
chr11	1390084	-	     3	TRUE
chr11	1409410	-	     1	TRUE
chr11	1409411	-	   376	TRUE
chr11	1414679	-	     4	TRUE
chr11	1414846	-	     3	TRUE
chr11	1445482	-	     7	TRUE
chr11	1461048	-	    40	TRUE
chr11	1501210	-	     8	TRUE
chr11	1502882	-	     1	TRUE
chr11	1515157	-	     2	TRUE
chr11	1540158	-	    29	TRUE
chr11	1540387	-	     1	TRUE
chr11	1563612	-	     2	TRUE
chr11	1563615	-	    65	TRUE
chr11	1579240	-	   144	TRUE
chr11	1580134	-	     6	TRUE
chr11	1580148	-	     1	TRUE
chr11	1580274	-	     1	TRUE
chr11	1580275	-	     1	TRUE
chr11	1580276	-	   382	TRUE
chr11	1589354	-	     3	TRUE
chr11	1609736	-	     2	TRUE
chr11	1618173	-	     1	TRUE
chr11	1635427	-	     1	TRUE
chr11	1639432	-	   111	TRUE
chr11	1666135	-	    94	TRUE
chr11	1666152	-	     2	TRUE
chr11	1666153	-	    24	TRUE
chr11	1666267	-	    26	TRUE
chr11	1686230	-	     9	TRUE
chr11	1711819	-	     4	TRUE
chr11	1739332	-	   136	TRUE
chr11	1744400	-	   308	TRUE
chr11	1747610	-	    41	TRUE
chr11	1750701	-	    69	TRUE
chr11	1754319	-	   323	TRUE
chr11	1760063	-	   309	TRUE
chr11	1763729	-	     1	TRUE
chr11	1763741	-	     1	TRUE
chr11	1763744	-	   320	TRUE
chr11	1767087	-	     1	TRUE
chr11	1767088	-	     2	TRUE
chr11	1767089	-	   401	TRUE
chr11	1778446	-	    64	TRUE
chr11	1800117	-	     5	TRUE
chr11	1810396	-	     2	TRUE
chr11	1814484	-	    12	TRUE
chr11	1858743	-	   196	TRUE
chr11	1970636	-	     1	TRUE
chr11	1970637	-	     1	TRUE
chr11	1970638	-	   206	TRUE
chr11	2025420	-	   155	TRUE
chr11	2040644	-	    99	TRUE
chr11	2040794	-	     1	TRUE
chr11	2040796	-	   294	TRUE
chr11	2063771	-	    32	TRUE
chr11	2097488	-	     1	TRUE
chr11	2097489	-	    33	TRUE
chr11	2146816	-	     1	TRUE
chr11	2146817	-	     1	TRUE
chr11	2146818	-	   294	TRUE
chr11	2167884	-	   283	TRUE
chr11	2177713	-	   127	TRUE
chr11	2216281	-	   104	TRUE
chr11	2253685	-	    15	TRUE
chr11	2289585	-	     1	TRUE
chr11	2289586	-	   200	TRUE
chr11	2359109	-	    62	TRUE
chr11	2397877	-	    25	TRUE
chr11	2417132	-	    10	TRUE
chr11	2439968	-	    86	TRUE
chr11	2450860	-	     3	TRUE
chr11	2451641	-	    40	TRUE
chr11	2467616	-	     2	TRUE
chr11	2488098	-	    41	TRUE
chr11	2488980	-	    18	TRUE
chr11	2488983	-	     8	TRUE
chr11	2563784	-	     4	TRUE
chr11	2586438	-	     4	TRUE
chr11	2590649	-	     2	TRUE
chr11	2639784	-	    51	TRUE
chr11	2639833	-	   125	TRUE
chr11	2676454	-	    11	TRUE
chr11	2676516	-	     3	TRUE
chr11	2696083	-	     1	TRUE
chr11	2700509	-	    19	TRUE
chr11	2769002	-	     2	TRUE
chr11	2769003	-	   371	TRUE
chr11	2772416	-	   373	TRUE
chr11	2776857	-	    14	TRUE
chr11	2792840	-	     1	TRUE
chr11	2810735	-	   308	TRUE
chr11	2811022	-	    15	TRUE
chr11	2811403	-	    69	TRUE
chr11	2815245	-	   178	TRUE
chr11	2825965	-	     1	TRUE
chr11	2892725	-	    50	TRUE
chr11	2912804	-	     7	TRUE
chr11	2918841	-	     3	TRUE
chr11	2935817	-	     3	TRUE
chr11	2936030	-	     6	TRUE
chr11	2945930	-	     1	TRUE
chr11	2945931	-	     1	TRUE
chr11	2945932	-	   213	TRUE
chr11	2945933	-	     1	TRUE
chr12	  40848	+	     4	TRUE
chr12	  42033	+	    20	TRUE
chr12	  53190	+	    25	TRUE
chr12	  63934	+	   368	TRUE
chr12	  64131	+	    16	TRUE
chr12	 144081	+	   113	TRUE
chr12	 150977	+	    11	TRUE
chr12	 188952	+	   269	TRUE
chr12	 188954	+	     1	TRUE
chr12	 189263	+	     3	TRUE
chr12	 195573	+	    56	TRUE
chr12	 203311	+	   348	TRUE
chr12	 203312	+	     2	TRUE
chr12	 236573	+	   375	TRUE
chr12	 236599	+	     1	TRUE
chr12	 245439	+	   386	TRUE
chr12	 247892	+	     1	TRUE
chr12	 249678	+	    98	TRUE
chr12	 256089	+	    40	TRUE
chr12	 280477	+	    50	TRUE
chr12	 290581	+	    56	TRUE
chr12	 343654	+	     1	TRUE
chr12	 345755	+	     3	TRUE
chr12	 415898	+	    50	TRUE
chr12	 417145	+	    20	TRUE
chr12	 486563	+	    21	TRUE
chr12	 488093	+	    11	TRUE
chr12	 492512	+	    39	TRUE
chr12	 515066	+	   261	TRUE
chr12	 539962	+	   369	TRUE
chr12	 599371	+	   272	TRUE
chr12	 599783	+	    36	TRUE
chr12	 617605	+	    70	TRUE
chr12	 626830	+	     2	TRUE
chr12	 686582	+	    35	TRUE
chr12	 693128	+	    55	TRUE
chr12	 713557	+	    68	TRUE
chr12	 713910	+	    18	TRUE
chr12	 717592	+	   369	TRUE
chr12	 717593	+	     2	TRUE
chr12	 717594	+	     1	TRUE
chr12	 721530	+	     7	TRUE
chr12	 771455	+	   344	TRUE
chr12	 771456	+	     2	TRUE
chr12	 771457	+	     1	TRUE
chr12	 850471	+	    28	TRUE
chr12	 891524	+	     1	TRUE
chr12	 913186	+	   305	TRUE
chr12	 913191	+	     1	TRUE
chr12	 999052	+	     9	TRUE
chr12	1006349	+	     2	TRUE
chr12	1031616	+	    82	TRUE
chr12	1038741	+	    85	TRUE
chr12	1045321	+	     5	TRUE
chr12	1061434	+	    38	TRUE
chr12	1097272	+	    19	TRUE
chr12	1102017	+	    75	TRUE
chr12	1120247	+	     1	TRUE
chr12	1137296	+	    62	TRUE
chr12	1141271	+	   432	TRUE
chr12	1162089	+	     1	TRUE
chr12	1178495	+	   341	TRUE
chr12	1178496	+	     2	TRUE
chr12	1178497	+	     1	TRUE
chr12	1178499	+	     1	TRUE
chr12	1223798	+	   140	TRUE
chr12	1240407	+	     4	TRUE
chr12	1241772	+	    52	TRUE
chr12	1242081	+	    60	TRUE
chr12	1325206	+	    32	TRUE
chr12	1335509	+	    98	TRUE
chr12	1335511	+	     1	TRUE
chr12	1337812	+	     3	TRUE
chr12	1339928	+	    31	TRUE
chr12	1346385	+	   122	TRUE
chr12	1348568	+	     9	TRUE
chr12	1368478	+	    12	TRUE
chr12	1368830	+	    21	TRUE
chr12	1368993	+	   102	TRUE
chr12	1368995	+	     1	TRUE
chr12	1370793	+	   268	TRUE
chr12	1390013	+	    43	TRUE
chr12	1390034	+	   241	TRUE
chr12	1391546	+	    31	TRUE
chr12	1393241	+	     4	TRUE
chr12	1422117	+	    68	TRUE
chr12	1437115	+	     8	TRUE
chr12	1458990	+	     9	TRUE
chr12	1476022	+	     1	TRUE
chr12	1497839	+	   156	TRUE
chr12	1498239	+	    13	TRUE
chr12	1498240	+	     1	TRUE
chr12	1522091	+	    54	TRUE
chr12	1547846	+	    19	TRUE
chr12	1555818	+	     4	TRUE
chr12	1558522	+	    15	TRUE
chr12	1564634	+	   226	TRUE
chr12	1564635	+	     1	TRUE
chr12	1584998	+	     5	TRUE
chr12	1677873	+	    48	TRUE
chr12	1689311	+	    61	TRUE
chr12	1699429	+	     6	TRUE
chr12	1721998	+	   164	TRUE
chr12	1731727	+	     3	TRUE
chr12	1733341	+	    79	TRUE
chr12	1897145	+	    71	TRUE
chr12	1939667	+	    39	TRUE
chr12	1965371	+	   105	TRUE
chr12	1975253	+	   410	TRUE
chr12	1975255	+	     1	TRUE
chr12	1999861	+	     7	TRUE
chr12	1999896	+	    14	TRUE
chr12	2040319	+	   355	TRUE
chr12	2058877	+	     1	TRUE
chr12	2118890	+	   361	TRUE
chr12	2118891	+	     1	TRUE
chr12	2118909	+	     1	TRUE
chr12	2162211	+	   178	TRUE
chr12	2206790	+	    68	TRUE
chr12	2215177	+	    35	TRUE
chr12	2257852	+	    39	TRUE
chr12	2261748	+	    22	TRUE
chr12	2284644	+	   427	TRUE
chr12	2284646	+	     1	TRUE
chr12	2284661	+	   221	TRUE
chr12	2284662	+	     1	TRUE
