seq	TSS	strand	nTAGs	isreal
chr10	 605472	-	     1	TRUE
chr10	 605473	-	   380	TRUE
chr10	 614796	-	     1	TRUE
chr10	 648630	-	     1	TRUE
chr10	 648631	-	    86	TRUE
chr10	 705520	-	     3	TRUE
chr10	 748760	-	    12	TRUE
chr10	 757882	-	     1	TRUE
chr10	 757883	-	    33	TRUE
chr10	 849566	-	     1	TRUE
chr10	 889767	-	     7	TRUE
chr10	 890212	-	     3	TRUE
chr10	 902429	-	     4	TRUE
chr10	 946400	-	     1	TRUE
chr10	 946402	-	     3	TRUE
chr10	 954777	-	   290	TRUE
chr10	 954797	-	     1	TRUE
chr10	 954843	-	   439	TRUE
chr10	 972333	-	     1	TRUE
chr10	 972338	-	   160	TRUE
chr10	 977605	-	    15	TRUE
chr10	 984293	-	     1	TRUE
chr10	 984295	-	   126	TRUE
chr10	 984296	-	     2	TRUE
chr10	1000751	-	   203	TRUE
chr10	1044652	-	     4	TRUE
chr10	1045038	-	     2	TRUE
chr10	1054803	-	    10	TRUE
chr10	1054805	-	     2	TRUE
chr10	1054809	-	     3	TRUE
chr10	1172449	-	    98	TRUE
chr10	1173878	-	     1	TRUE
chr10	1174086	-	     9	TRUE
chr10	1174206	-	    22	TRUE
chr10	1238017	-	   134	TRUE
chr10	1339969	-	     3	TRUE
chr10	1364619	-	     9	TRUE
chr10	1373775	-	     2	TRUE
chr10	1409328	-	     1	TRUE
chr10	1409330	-	   145	TRUE
chr10	1411820	-	    12	TRUE
chr10	1411824	-	     1	TRUE
chr10	1411826	-	   331	TRUE
chr10	1411855	-	     1	TRUE
chr10	1411857	-	    28	TRUE
chr10	1411874	-	     1	TRUE
chr10	1411893	-	     1	TRUE
chr10	1411894	-	   481	TRUE
chr10	1571886	-	     7	TRUE
chr10	1572087	-	     2	TRUE
chr10	1612006	-	   211	TRUE
chr10	1630180	-	     7	TRUE
chr10	1633130	-	     2	TRUE
chr10	1638235	-	    27	TRUE
chr10	1653208	-	     1	TRUE
chr10	1653486	-	    15	TRUE
chr10	1665479	-	   244	TRUE
chr10	1671875	-	     3	TRUE
chr10	1682184	-	    19	TRUE
chr10	1691138	-	    18	TRUE
chr10	1709335	-	     4	TRUE
chr10	1709365	-	   147	TRUE
chr10	1711956	-	     2	TRUE
chr10	1770511	-	     1	TRUE
chr10	1770513	-	   182	TRUE
chr10	1906638	-	     4	TRUE
chr10	1921807	-	   228	TRUE
chr10	1961993	-	     1	TRUE
chr10	1961994	-	     1	TRUE
chr10	1961995	-	   392	TRUE
chr10	1962192	-	   165	TRUE
chr10	1962198	-	    13	TRUE
chr10	1973531	-	     2	TRUE
chr10	2020686	-	     1	TRUE
chr10	2020700	-	   170	TRUE
chr10	2024209	-	    18	TRUE
chr10	2024248	-	     1	TRUE
chr10	2028797	-	     6	TRUE
chr10	2028889	-	     1	TRUE
chr10	2028891	-	    60	TRUE
chr10	2029046	-	    13	TRUE
chr10	2060385	-	    45	TRUE
chr10	2096880	-	    22	TRUE
chr10	2099126	-	    68	TRUE
chr10	2111379	-	    17	TRUE
chr10	2116982	-	     1	TRUE
chr10	2116984	-	     1	TRUE
chr10	2116986	-	   318	TRUE
chr10	2135083	-	     1	TRUE
chr10	2135100	-	    85	TRUE
chr10	2144875	-	     1	TRUE
chr10	2144877	-	    54	TRUE
chr10	2186553	-	    70	TRUE
chr10	2188474	-	     1	TRUE
chr10	2240362	-	   182	TRUE
chr10	2268331	-	     3	TRUE
chr10	2275393	-	     2	TRUE
chr10	2302442	-	    51	TRUE
chr10	2327315	-	     1	TRUE
chr10	2327318	-	    21	TRUE
chr10	2393353	-	    14	TRUE
chr10	2407635	-	     1	TRUE
chr10	2469341	-	    65	TRUE
chr10	2503565	-	    14	TRUE
chr10	2504154	-	     1	TRUE
chr10	2504784	-	    65	TRUE
chr10	2508332	-	    10	TRUE
chr10	2529615	-	     7	TRUE
chr10	2529927	-	     1	TRUE
chr10	2529929	-	     1	TRUE
chr10	2539083	-	    61	TRUE
chr10	2572046	-	    17	TRUE
chr10	2573041	-	    10	TRUE
chr10	2616833	-	    91	TRUE
chr10	2617411	-	     5	TRUE
chr10	2660325	-	     1	TRUE
chr10	2802712	-	   180	TRUE
chr10	2802713	-	     2	TRUE
chr10	2831084	-	     1	TRUE
chr10	2831085	-	     1	TRUE
chr10	2831086	-	   294	TRUE
chr10	2831087	-	     1	TRUE
chr10	2839861	-	    16	TRUE
chr10	2839961	-	     2	TRUE
chr10	2841168	-	    40	TRUE
chr10	2841740	-	    69	TRUE
chr10	2863456	-	   171	TRUE
chr10	2882261	-	     4	TRUE
chr10	2884938	-	    16	TRUE
chr10	2884964	-	     2	TRUE
chr10	2889566	-	     1	TRUE
chr10	2903100	-	   698	TRUE
chr10	2978805	-	     3	TRUE
chr10	2979136	-	     1	TRUE
chr10	2979878	-	     9	TRUE
chr11	 163505	+	    37	TRUE
chr11	 173661	+	    40	TRUE
chr11	 344613	+	     3	TRUE
chr11	 344690	+	    44	TRUE
chr11	 351034	+	     7	TRUE
chr11	 353229	+	     4	TRUE
chr11	 371640	+	     3	TRUE
chr11	 415886	+	    28	TRUE
chr11	 512344	+	     2	TRUE
chr11	 522375	+	   398	TRUE
chr11	 522401	+	     1	TRUE
chr11	 576708	+	     2	TRUE
chr11	 584500	+	     2	TRUE
chr11	 620995	+	    89	TRUE
chr11	 640112	+	    17	TRUE
chr11	 640839	+	   284	TRUE
chr11	 641271	+	     2	TRUE
chr11	 808996	+	     1	TRUE
chr11	 815780	+	    28	TRUE
chr11	 815789	+	    76	TRUE
chr11	 815790	+	     1	TRUE
chr11	 815858	+	   155	TRUE
chr11	 815867	+	    11	TRUE
chr11	 815869	+	     1	TRUE
chr11	 817660	+	     9	TRUE
chr11	 817718	+	    72	TRUE
chr11	 817849	+	   217	TRUE
chr11	 817850	+	     1	TRUE
chr11	 817851	+	     1	TRUE
chr11	 869881	+	     7	TRUE
chr11	 876953	+	    10	TRUE
chr11	 902834	+	     1	TRUE
chr11	 975225	+	     4	TRUE
chr11	 998490	+	    11	TRUE
chr11	1105247	+	    13	TRUE
chr11	1126255	+	     1	TRUE
chr11	1141175	+	     4	TRUE
chr11	1141304	+	    32	TRUE
chr11	1147230	+	   228	TRUE
chr11	1147237	+	     1	TRUE
chr11	1381347	+	     1	TRUE
chr11	1434996	+	     1	TRUE
chr11	1436147	+	     7	TRUE
chr11	1552609	+	    18	TRUE
chr11	1597829	+	     9	TRUE
chr11	1598098	+	   155	TRUE
chr11	1598678	+	    38	TRUE
chr11	1599141	+	     3	TRUE
chr11	1613746	+	    58	TRUE
chr11	1653803	+	     1	TRUE
chr11	1655362	+	     1	TRUE
chr11	1674550	+	     1	TRUE
chr11	1674551	+	   400	TRUE
chr11	1718573	+	   196	TRUE
chr11	1718575	+	     1	TRUE
chr11	1718577	+	     1	TRUE
chr11	1757369	+	    34	TRUE
chr11	1765469	+	     3	TRUE
chr11	1788875	+	    55	TRUE
chr11	1810572	+	    57	TRUE
chr11	1826466	+	   332	TRUE
chr11	1826467	+	     1	TRUE
chr11	1829495	+	     1	TRUE
chr11	1839715	+	    84	TRUE
chr11	1839716	+	     1	TRUE
chr11	2015920	+	     4	TRUE
chr11	2030703	+	     9	TRUE
chr11	2043763	+	    25	TRUE
chr11	2066075	+	     6	TRUE
chr11	2077477	+	    64	TRUE
chr11	2128199	+	     1	TRUE
chr11	2128373	+	     1	TRUE
chr11	2148224	+	   129	TRUE
chr11	2251971	+	    63	TRUE
chr11	2254035	+	   115	TRUE
chr11	2274505	+	    29	TRUE
chr11	2280137	+	     9	TRUE
chr11	2340289	+	   133	TRUE
chr11	2340290	+	     1	TRUE
chr11	2340422	+	   261	TRUE
chr11	2340780	+	     1	TRUE
chr11	2347458	+	     1	TRUE
chr11	2366120	+	     8	TRUE
chr11	2382470	+	     9	TRUE
chr11	2414807	+	     3	TRUE
chr11	2437657	+	     1	TRUE
chr11	2462551	+	    45	TRUE
chr11	2481024	+	     1	TRUE
chr11	2491042	+	    57	TRUE
chr11	2491071	+	    56	TRUE
chr11	2532554	+	   133	TRUE
chr11	2532620	+	     4	TRUE
chr11	2539065	+	   145	TRUE
chr11	2539074	+	     1	TRUE
chr11	2543842	+	    31	TRUE
chr11	2546211	+	    47	TRUE
chr11	2562688	+	     1	TRUE
chr11	2578768	+	    15	TRUE
chr11	2583401	+	   240	TRUE
chr11	2584333	+	     4	TRUE
chr11	2587959	+	     2	TRUE
chr11	2614763	+	    43	TRUE
chr11	2615122	+	     1	TRUE
chr11	2637754	+	    23	TRUE
chr11	2656177	+	     1	TRUE
chr11	2686518	+	     1	TRUE
chr11	2700820	+	     7	TRUE
chr11	2749291	+	   148	TRUE
chr11	2750402	+	     6	TRUE
chr11	2793746	+	    19	TRUE
chr11	2814768	+	     3	TRUE
chr11	2915039	+	    72	TRUE
chr11	2915040	+	     1	TRUE
chr11	2938380	+	     1	TRUE
chr11	2938425	+	     2	TRUE
chr11	2949426	+	    24	TRUE
chr11	 121626	-	    22	TRUE
chr11	 141441	-	    15	TRUE
chr11	 142246	-	     8	TRUE
chr11	 143122	-	    11	TRUE
chr11	 143160	-	    22	TRUE
chr11	 143228	-	    12	TRUE
chr11	 143285	-	     3	TRUE
chr11	 143288	-	     2	TRUE
chr11	 143712	-	     2	TRUE
chr11	 143762	-	     1	TRUE
chr11	 143763	-	    73	TRUE
chr11	 143764	-	     2	TRUE
chr11	 143890	-	    39	TRUE
chr11	 143967	-	    10	TRUE
chr11	 215239	-	     1	TRUE
chr11	 282678	-	     4	TRUE
chr11	 314430	-	     5	TRUE
chr11	 357769	-	   127	TRUE
chr11	 362489	-	     6	TRUE
chr11	 363825	-	    25	TRUE
chr11	 363861	-	    80	TRUE
chr11	 376361	-	    29	TRUE
chr11	 451506	-	     1	TRUE
chr11	 451507	-	     4	TRUE
chr11	 451657	-	    56	TRUE
chr11	 476448	-	     1	TRUE
chr11	 476451	-	     1	TRUE
chr11	 476452	-	    36	TRUE
chr11	 476454	-	     1	TRUE
chr11	 476455	-	     1	TRUE
chr11	 476456	-	  2212	TRUE
chr11	 476457	-	     2	TRUE
chr11	 476488	-	     1	TRUE
chr11	 476493	-	    73	TRUE
chr11	 521867	-	     2	TRUE
chr11	 639473	-	    17	TRUE
chr11	 639490	-	    11	TRUE
chr11	 639609	-	    33	TRUE
chr11	 678538	-	   335	TRUE
chr11	 704774	-	    21	TRUE
chr11	 707837	-	     2	TRUE
chr11	 769983	-	     7	TRUE
chr11	 776258	-	    70	TRUE
chr11	 778354	-	     5	TRUE
chr11	 778443	-	    15	TRUE
chr11	 779409	-	    25	TRUE
chr11	 827687	-	    29	TRUE
chr11	 834161	-	   146	TRUE
chr11	 853438	-	     3	TRUE
chr11	 862697	-	     1	TRUE
chr11	 862923	-	    15	TRUE
chr11	 872661	-	   368	TRUE
chr11	 882819	-	     5	TRUE
chr11	 896502	-	     4	TRUE
chr11	 896546	-	    15	TRUE
chr11	 896801	-	    13	TRUE
chr11	 984629	-	     1	TRUE
chr11	 984631	-	   181	TRUE
chr11	1070264	-	    17	TRUE
chr11	1071234	-	     2	TRUE
chr11	1071351	-	     4	TRUE
chr11	1133855	-	     4	TRUE
chr11	1136592	-	     1	TRUE
chr11	1240232	-	   237	TRUE
chr11	1280692	-	    53	TRUE
chr11	1289512	-	     1	TRUE
chr11	1289514	-	    90	TRUE
chr11	1292106	-	   118	TRUE
chr11	1316490	-	     1	TRUE
chr11	1445718	-	   347	TRUE
chr11	1469555	-	     5	TRUE
chr11	1473509	-	    88	TRUE
chr11	1473510	-	     1	TRUE
chr11	1502821	-	     6	TRUE
chr11	1523682	-	     3	TRUE
chr11	1537046	-	     1	TRUE
chr11	1537048	-	    64	TRUE
chr11	1538891	-	    75	TRUE
chr11	1578793	-	     7	TRUE
chr11	1578827	-	     1	TRUE
chr11	1579277	-	     1	TRUE
chr11	1579629	-	     4	TRUE
chr11	1579706	-	     2	TRUE
chr11	1652995	-	     3	TRUE
chr11	1676272	-	     6	TRUE
chr11	1690299	-	    51	TRUE
chr11	1693801	-	     1	TRUE
chr11	1736154	-	     8	TRUE
chr11	1737246	-	     3	TRUE
chr11	1754531	-	   110	TRUE
chr11	1820025	-	    43	TRUE
chr11	1937805	-	   109	TRUE
chr11	2012499	-	     6	TRUE
chr11	2015701	-	     1	TRUE
chr11	2035459	-	     3	TRUE
chr11	2059735	-	     3	TRUE
chr11	2059976	-	     1	TRUE
chr11	2059977	-	   356	TRUE
chr11	2085249	-	    68	TRUE
chr11	2092631	-	     2	TRUE
chr11	2265280	-	    16	TRUE
chr11	2304575	-	     3	TRUE
chr11	2409768	-	     1	TRUE
chr11	2416342	-	    72	TRUE
chr11	2474662	-	     1	TRUE
chr11	2488981	-	     1	TRUE
chr11	2488983	-	   101	TRUE
chr11	2624335	-	     3	TRUE
chr11	2640224	-	     1	TRUE
chr11	2640225	-	    34	TRUE
chr11	2643528	-	     1	TRUE
chr11	2643536	-	   252	TRUE
chr11	2680005	-	     3	TRUE
chr11	2793595	-	    56	TRUE
chr11	2810674	-	    64	TRUE
chr11	2810722	-	     3	TRUE
chr11	2810731	-	    21	TRUE
chr11	2810735	-	   113	TRUE
chr11	2810819	-	     1	TRUE
chr11	2810870	-	    26	TRUE
chr11	2811765	-	     4	TRUE
chr11	2811823	-	     3	TRUE
chr11	2812098	-	     1	TRUE
chr11	2812172	-	     1	TRUE
chr11	2812274	-	     1	TRUE
chr11	2812276	-	     2	TRUE
chr11	2812278	-	   268	TRUE
chr11	2812279	-	     1	TRUE
chr11	2825962	-	     1	TRUE
chr11	2825963	-	   269	TRUE
chr11	2825965	-	     8	TRUE
chr11	2945932	-	     3	TRUE
chr12	  27293	+	     3	TRUE
chr12	  53421	+	   141	TRUE
chr12	 117233	+	   105	TRUE
chr12	 140035	+	     2	TRUE
chr12	 142716	+	    60	TRUE
chr12	 143077	+	     1	TRUE
chr12	 187772	+	   364	TRUE
chr12	 192797	+	     2	TRUE
chr12	 210681	+	     1	TRUE
chr12	 210973	+	    36	TRUE
chr12	 247892	+	     3	TRUE
chr12	 309929	+	     4	TRUE
chr12	 338910	+	    90	TRUE
chr12	 386308	+	     8	TRUE
chr12	 416723	+	     1	TRUE
chr12	 496385	+	    16	TRUE
chr12	 497826	+	     2	TRUE
chr12	 503702	+	   188	TRUE
chr12	 503704	+	     3	TRUE
chr12	 521947	+	     2	TRUE
chr12	 599258	+	     1	TRUE
chr12	 614925	+	    29	TRUE
chr12	 638646	+	     4	TRUE
chr12	 713242	+	    48	TRUE
chr12	 713246	+	     8	TRUE
chr12	 713256	+	     5	TRUE
chr12	 713258	+	     7	TRUE
chr12	 713272	+	     4	TRUE
chr12	 713342	+	     1	TRUE
chr12	 713426	+	     4	TRUE
chr12	 713532	+	    22	TRUE
chr12	 726555	+	     2	TRUE
chr12	 726556	+	   247	TRUE
chr12	 726557	+	     2	TRUE
chr12	 726558	+	     2	TRUE
chr12	 744012	+	     4	TRUE
chr12	 744031	+	   410	TRUE
chr12	 744032	+	     3	TRUE
chr12	 744045	+	     1	TRUE
chr12	 751252	+	    60	TRUE
chr12	 751254	+	     1	TRUE
chr12	 771444	+	     5	TRUE
chr12	 771450	+	     1	TRUE
chr12	 802305	+	    12	TRUE
chr12	 839559	+	   242	TRUE
chr12	 839580	+	    44	TRUE
chr12	 850266	+	     3	TRUE
chr12	 850328	+	   278	TRUE
chr12	 850329	+	     3	TRUE
chr12	 852992	+	   543	TRUE
chr12	 852993	+	     1	TRUE
chr12	 860344	+	    35	TRUE
chr12	 933983	+	   345	TRUE
chr12	 933984	+	     1	TRUE
chr12	 997112	+	    79	TRUE
chr12	 997506	+	     8	TRUE
chr12	1044946	+	   131	TRUE
chr12	1044948	+	     1	TRUE
chr12	1107716	+	    18	TRUE
chr12	1127891	+	     1	TRUE
chr12	1127892	+	    22	TRUE
chr12	1180574	+	     2	TRUE
chr12	1241778	+	    29	TRUE
chr12	1245873	+	     1	TRUE
chr12	1269556	+	     3	TRUE
chr12	1270798	+	    14	TRUE
chr12	1277655	+	    56	TRUE
chr12	1277656	+	     1	TRUE
chr12	1284902	+	    16	TRUE
chr12	1286525	+	     1	TRUE
chr12	1295049	+	    71	TRUE
chr12	1295328	+	     2	TRUE
chr12	1307595	+	    30	TRUE
chr12	1369191	+	     2	TRUE
chr12	1391518	+	    23	TRUE
chr12	1391546	+	     2	TRUE
chr12	1391597	+	     2	TRUE
chr12	1391807	+	    19	TRUE
chr12	1418240	+	     7	TRUE
chr12	1418241	+	     1	TRUE
chr12	1433581	+	   352	TRUE
chr12	1433582	+	     1	TRUE
chr12	1496902	+	    12	TRUE
chr12	1496903	+	     3	TRUE
chr12	1496908	+	    12	TRUE
chr12	1497867	+	     3	TRUE
chr12	1580592	+	     3	TRUE
chr12	1583296	+	     3	TRUE
chr12	1677280	+	     2	TRUE
chr12	1680700	+	    65	TRUE
chr12	1680704	+	   104	TRUE
chr12	1732052	+	    14	TRUE
chr12	1902837	+	    23	TRUE
chr12	1945345	+	     7	TRUE
chr12	1988977	+	    22	TRUE
chr12	2118504	+	   175	TRUE
chr12	2228385	+	     4	TRUE
chr12	2241371	+	     2	TRUE
chr12	2241403	+	     7	TRUE
chr12	2279451	+	    41	TRUE
chr12	2280831	+	    25	TRUE
chr12	2284479	+	    77	TRUE
chr12	2284517	+	     2	TRUE
chr12	2300987	+	    34	TRUE
chr12	2300988	+	     1	TRUE
chr12	2300993	+	     1	TRUE
chr12	2321074	+	    16	TRUE
chr12	2380611	+	    47	TRUE
chr12	2404812	+	    22	TRUE
chr12	2434377	+	    30	TRUE
chr12	2439981	+	     1	TRUE
chr12	2440448	+	     6	TRUE
chr12	2440586	+	     6	TRUE
chr12	2440740	+	   254	TRUE
chr12	2441310	+	     6	TRUE
chr12	2459299	+	    54	TRUE
chr12	2496247	+	     4	TRUE
chr12	2497235	+	    10	TRUE
chr12	2497237	+	    89	TRUE
chr12	2497248	+	     1	TRUE
chr12	2500651	+	   105	TRUE
chr12	2500659	+	     1	TRUE
chr12	2574990	+	    39	TRUE
chr12	2574992	+	     1	TRUE
chr12	2575013	+	    56	TRUE
chr12	2575056	+	     7	TRUE
chr12	2575221	+	   210	TRUE
chr12	2576464	+	    11	TRUE
chr12	2577696	+	     1	TRUE
chr12	2586713	+	     4	TRUE
chr12	2603487	+	     7	TRUE
chr12	2603842	+	     1	TRUE
chr12	2651300	+	    14	TRUE
chr12	2651323	+	   419	TRUE
chr12	2678381	+	     3	TRUE
chr12	2679254	+	    16	TRUE
chr12	2679351	+	    18	TRUE
chr12	2679488	+	   127	TRUE
chr12	2679495	+	   262	TRUE
chr12	2679496	+	     1	TRUE
chr12	2679497	+	     1	TRUE
chr12	2679526	+	     4	TRUE
chr12	2679599	+	   255	TRUE
chr12	2679600	+	     1	TRUE
chr12	2682255	+	     9	TRUE
chr12	2686455	+	   343	TRUE
chr12	2686456	+	     1	TRUE
chr12	2770644	+	    70	TRUE
chr12	2770645	+	     2	TRUE
chr12	2812947	+	    34	TRUE
chr12	2812956	+	     1	TRUE
chr12	2812966	+	   264	TRUE
chr12	2812967	+	     1	TRUE
chr12	2812968	+	     1	TRUE
chr12	2819756	+	    15	TRUE
chr12	2837424	+	    19	TRUE
chr12	2837554	+	     4	TRUE
chr12	2837728	+	    12	TRUE
chr12	2858640	+	   267	TRUE
chr12	  33727	-	     1	TRUE
chr12	 159923	-	     6	TRUE
chr12	 214768	-	    26	TRUE
chr12	 233445	-	     6	TRUE
chr12	 234012	-	     7	TRUE
chr12	 234609	-	     1	TRUE
chr12	 234867	-	     6	TRUE
chr12	 238432	-	     1	TRUE
chr12	 238434	-	   223	TRUE
chr12	 361377	-	     1	TRUE
chr12	 361379	-	   179	TRUE
chr12	 381746	-	   261	TRUE
chr12	 388733	-	    15	TRUE
chr12	 486499	-	     2	TRUE
chr12	 486505	-	    50	TRUE
chr12	 498994	-	     5	TRUE
chr12	 671119	-	    53	TRUE
chr12	 704183	-	     1	TRUE
chr12	 887628	-	     9	TRUE
chr12	 887635	-	     1	TRUE
chr12	 887636	-	     2	TRUE
chr12	 887637	-	     1	TRUE
chr12	 887638	-	   267	TRUE
chr12	 915169	-	     1	TRUE
chr12	 915172	-	     1	TRUE
chr12	 915174	-	   321	TRUE
chr12	 942159	-	     2	TRUE
chr12	 949243	-	    95	TRUE
chr12	1012173	-	   316	TRUE
chr12	1053349	-	     2	TRUE
chr12	1119666	-	    60	TRUE
chr12	1127702	-	    24	TRUE
chr12	1181721	-	    15	TRUE
chr12	1191241	-	    13	TRUE
chr12	1191377	-	    74	TRUE
chr12	1305035	-	     1	TRUE
chr12	1305037	-	   225	TRUE
chr12	1412141	-	     2	TRUE
chr12	1435155	-	     1	TRUE
chr12	1435157	-	   188	TRUE
chr12	1450857	-	    89	TRUE
chr12	1455675	-	   105	TRUE
chr12	1476825	-	    33	TRUE
chr12	1476881	-	    14	TRUE
chr12	1510258	-	     1	TRUE
chr12	1510259	-	   401	TRUE
chr12	1658827	-	     1	TRUE
chr12	1658839	-	     6	TRUE
chr12	1659058	-	     1	TRUE
chr12	1659060	-	   308	TRUE
chr12	1659182	-	   112	TRUE
chr12	1696957	-	    52	TRUE
chr12	1696963	-	     1	TRUE
chr12	1696996	-	    20	TRUE
chr12	1708661	-	     4	TRUE
chr12	1729138	-	     1	TRUE
chr12	1742239	-	     5	TRUE
chr12	1843435	-	     1	TRUE
chr12	1945126	-	     1	TRUE
chr12	1978020	-	     3	TRUE
chr12	2136536	-	     1	TRUE
chr12	2167659	-	     1	TRUE
chr12	2167663	-	    96	TRUE
chr12	2168360	-	     9	TRUE
chr12	2194995	-	   178	TRUE
chr12	2195319	-	     2	TRUE
chr12	2199768	-	    43	TRUE
chr12	2203638	-	     1	TRUE
chr12	2203811	-	     1	TRUE
chr12	2332663	-	    50	TRUE
chr12	2365355	-	     1	TRUE
chr12	2369108	-	     3	TRUE
chr12	2385170	-	    12	TRUE
chr12	2550985	-	    47	TRUE
chr12	2551782	-	    37	TRUE
chr12	2551863	-	     2	TRUE
chr12	2551864	-	   352	TRUE
chr12	2660313	-	     1	TRUE
chr12	2660435	-	    12	TRUE
chr12	2708480	-	    63	TRUE
chr12	2709067	-	     1	TRUE
chr12	2820780	-	     5	TRUE
chr12	2847259	-	    15	TRUE
chr13	   3322	+	     6	TRUE
chr13	  44519	+	    69	TRUE
chr13	  44796	+	     5	TRUE
chr13	  63508	+	    10	TRUE
